Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,200,[  10.         1599.77636461],[  0.         124.92907908],[  10.         1328.41417835],[  10.         1943.20197175],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 85, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 87, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1328.414178350939)"
1,184,[  10.        1523.9458134],[ 0.        75.1632235],[  10.         1328.41417835],[  10.         1636.55562625],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 85, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 87, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1328.414178350939)"
2,182,[  10.        1486.6681507],[ 0.         64.00111106],[  10.         1328.41417835],[  10.        1567.2889452],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 85, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 87, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1328.414178350939)"
3,182,[  10.         1458.54639121],[ 0.         58.55332274],[  10.         1328.41417835],[  10.         1532.47275659],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 85, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 87, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1328.414178350939)"
4,178,[  10.         1433.50087272],[ 0.        53.7798466],[  10.         1328.41417835],[  10.         1505.39504094],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 85, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 87, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1328.414178350939)"
5,174,[  10.         1408.16930239],[ 0.         44.19265878],[  10.         1328.41417835],[  10.         1477.81536404],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 85, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 87, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1328.414178350939)"
6,174,[  10.        1387.1621908],[ 0.         36.47816223],[  10.         1328.41417835],[  10.        1444.0041882],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 85, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 87, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1328.414178350939)"
7,190,[  10.         1379.18161751],[ 0.        32.5712928],[  10.         1322.23596332],[  10.         1427.58317503],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 87, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 85, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1322.235963320718)"
8,182,[  10.         1370.40880942],[ 0.         30.20064847],[  10.         1322.23596332],[  10.         1415.71870186],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 87, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 85, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1322.235963320718)"
9,164,[  10.         1358.51576549],[ 0.         25.28202516],[  10.         1322.23596332],[  10.         1399.90714128],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 87, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 85, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1322.235963320718)"
10,178,[  10.         1351.42664563],[ 0.         21.63394046],[  10.         1322.23596332],[  10.         1386.05150887],"[67, 65, 63, 66, 69, 62, 74, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 25, 52, 100, 97, 99, 96, 95, 93, 94, 98, 92, 91, 88, 89, 87, 55, 57, 59, 54, 53, 56, 58, 60, 45, 48, 51, 50, 49, 14, 16, 12, 15, 19, 17, 18, 90, 85, 84, 83, 86, 82, 81, 78, 76, 79, 77, 73, 70, 71, 80]","(10.0, 1322.235963320718)"
