Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,100,[  10.         1585.92684253],[  0.         128.01147026],[  10.         1362.76859488],[  10.        1871.2909437],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
1,78,[  10.         1501.09665323],[ 0.         65.59742413],[  10.         1362.76859488],[  10.         1610.53617337],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
2,82,[  10.         1464.19732309],[ 0.         51.90241855],[  10.         1362.76859488],[  10.         1546.46301474],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
3,86,[  10.         1439.92548846],[ 0.         40.41955068],[  10.         1362.76859488],[  10.        1496.6801905],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
4,72,[  10.         1413.09746202],[ 0.         31.61117632],[  10.         1362.76859488],[  10.         1460.36271359],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
5,78,[  10.         1396.46756967],[ 0.         22.11223783],[  10.         1362.76859488],[  10.         1439.83856801],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
6,84,[  10.         1387.73517938],[ 0.         14.60549446],[  10.         1362.76859488],[  10.         1417.56634597],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
7,82,[  10.         1380.55009672],[0.         8.73807919],[  10.         1362.76859488],[  10.         1400.81590232],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
8,78,[  10.         1376.35039892],[0.         6.36802472],[  10.         1362.76859488],[  10.         1386.87571663],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
9,84,[  10.        1373.8404287],[0.         5.01092724],[  10.         1362.76859488],[  10.         1376.72950665],"[85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 98, 95, 96, 94, 75, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 31, 32, 35, 33, 37, 34, 36, 38, 39, 51, 48, 45, 44, 41, 58, 56, 60, 53, 54, 59, 57, 55, 40, 68, 64, 61, 63, 65, 67, 62, 66, 74, 69, 72, 5, 3, 7, 1, 78, 76, 81, 77, 79, 73, 71, 70, 80, 92, 93, 97, 100, 99, 2, 4]","(10.0, 1362.7685948840754)"
