Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,200,[  10.         1591.87737725],[  0.         128.37291779],[  10.        1292.4342012],[  10.         2048.00417477],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
1,184,[  10.        1521.1770211],[ 0.         68.24757385],[  10.        1292.4342012],[  10.         1623.04081611],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
2,192,[  10.         1492.55313601],[ 0.         55.34870423],[  10.        1292.4342012],[  10.         1566.60854476],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
3,192,[  10.         1468.05944833],[ 0.         51.61421327],[  10.        1292.4342012],[  10.         1533.37694605],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
4,196,[  10.         1448.99456843],[ 0.         50.55951386],[  10.        1292.4342012],[  10.         1506.18266621],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
5,188,[  10.         1430.52213336],[ 0.         47.76862618],[  10.        1292.4342012],[  10.         1485.59706803],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
6,190,[  10.         1414.56679346],[ 0.         47.14619532],[  10.        1292.4342012],[  10.         1464.21650486],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
7,196,[  10.         1398.95872277],[ 0.         47.51118759],[  10.        1292.4342012],[  10.         1451.81226348],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
8,192,[  10.         1383.51051115],[ 0.         45.13675191],[  10.        1292.4342012],[  10.         1439.60907939],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
9,198,[  10.         1369.22296693],[ 0.         42.09947804],[  10.        1292.4342012],[  10.        1425.3701817],"[80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 72, 83, 42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 38, 37, 39, 35, 36, 33, 34, 32, 31, 29, 30, 27, 24, 8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 98, 96, 99, 95, 94, 97, 100, 93, 92, 91, 88, 89, 85, 90, 59, 57, 55, 54, 58, 56, 60, 53, 74, 63, 25, 17, 18, 15, 19, 16, 14, 12, 87, 86, 84]","(10.0, 1292.434201196129)"
