Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,400,[  11.46775066 1652.69482119],[  3.03233165 130.27837028],[   4.03092595 1305.1957203 ],[  20.58812125 2104.39182215],"[41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 13, 17, 15, 18, 19, 14, 16, 12, 11, 10, 9, 8, 6, 28, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 98, 75, 1, 2, 95, 5, 93, 92, 94, 97, 96, 100, 99, 4, 3, 7, 56, 58, 53, 60, 54, 57, 55, 59, 72, 74, 63, 33, 32, 34, 31, 35, 36, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 76, 79, 77, 73, 71, 80, 70, 20, 22, 21, 23, 26]","(20.58812124539603, 1537.3391924329671)"
1,342,[  13.3140578 1640.5459163],[  3.18619844 171.40812882],[   4.03092595 1305.1957203 ],[  23.00418802 2345.92443434],"[22, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 13, 17, 74, 18, 19, 14, 16, 12, 73, 10, 9, 8, 6, 28, 89, 88, 87, 91, 86, 90, 98, 84, 83, 82, 85, 75, 1, 2, 95, 5, 71, 92, 94, 97, 96, 100, 72, 4, 3, 7, 56, 58, 53, 60, 54, 57, 55, 77, 99, 15, 63, 33, 32, 34, 31, 35, 36, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 76, 79, 59, 11, 93, 80, 70, 20, 41, 21, 23, 26]","(23.004188016431705, 2345.9244343393625)"
2,348,[  14.34376281 1659.20647719],[  3.58690155 218.1030474 ],[   4.69664223 1305.1957203 ],[  24.50348865 2512.64032758],"[78, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 74, 93, 63, 90, 55, 87, 57, 20, 26, 28, 23, 25, 27, 22, 24, 30, 21, 86, 29, 10, 11, 8, 7, 5, 34, 9, 100, 97, 99, 96, 95, 72, 94, 98, 92, 77, 1, 4, 6, 75, 89, 88, 91, 85, 84, 83, 82, 3, 81, 42, 76, 15, 16, 14, 13, 19, 17, 12, 18, 36, 39, 32, 53, 56, 54, 58, 60, 59, 31, 80, 35, 73, 70, 2, 79, 71, 33, 37, 38]","(24.503488649413157, 2512.640327582145)"
3,340,[  15.43831396 1678.31944127],[  3.68715353 257.18976328],[   6.61832985 1305.1957203 ],[  24.59756048 2673.98331999],"[41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 76, 68, 52, 69, 66, 64, 67, 63, 65, 62, 13, 17, 15, 18, 19, 14, 16, 12, 11, 10, 9, 8, 6, 28, 89, 72, 87, 91, 86, 90, 85, 84, 83, 82, 53, 75, 1, 2, 95, 5, 93, 92, 94, 97, 96, 100, 99, 4, 3, 7, 56, 58, 98, 60, 54, 57, 55, 59, 88, 74, 61, 33, 32, 34, 31, 35, 36, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 51, 79, 77, 73, 71, 80, 70, 20, 22, 21, 23, 26]","(24.597560476436136, 1971.0238045968067)"
4,328,[  15.72966789 1661.03067836],[  4.15192908 281.88242724],[   6.61832985 1305.1957203 ],[  24.59756048 3050.20411573],"[41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 76, 68, 52, 69, 66, 64, 67, 63, 65, 62, 13, 17, 15, 18, 19, 14, 16, 12, 11, 10, 9, 8, 6, 28, 89, 72, 87, 91, 86, 90, 85, 84, 83, 82, 53, 75, 1, 2, 95, 5, 93, 92, 94, 97, 96, 100, 99, 4, 3, 7, 56, 58, 98, 60, 54, 57, 55, 59, 88, 74, 61, 33, 32, 34, 31, 35, 36, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 51, 79, 77, 73, 71, 80, 70, 20, 22, 21, 23, 26]","(24.597560476436136, 1971.0238045968067)"
5,342,[  15.99852356 1661.90800362],[  4.4431331  327.11237215],[   7.04206588 1305.1957203 ],[  24.59756048 2982.57090667],"[41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 76, 68, 52, 69, 66, 64, 67, 63, 65, 62, 13, 17, 15, 18, 19, 14, 16, 12, 11, 10, 9, 8, 6, 28, 89, 72, 87, 91, 86, 90, 85, 84, 83, 82, 53, 75, 1, 2, 95, 5, 93, 92, 94, 97, 96, 100, 99, 4, 3, 7, 56, 58, 98, 60, 54, 57, 55, 59, 88, 74, 61, 33, 32, 34, 31, 35, 36, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 51, 79, 77, 73, 71, 80, 70, 20, 22, 21, 23, 26]","(24.597560476436136, 1971.0238045968067)"
6,334,[  16.77495706 1686.88374   ],[  4.42478774 354.57508599],[   7.65364798 1305.1957203 ],[  24.84079264 2788.27292949],"[41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 76, 68, 52, 69, 66, 64, 67, 63, 65, 62, 13, 17, 15, 18, 19, 14, 16, 12, 11, 10, 9, 8, 6, 28, 89, 72, 87, 91, 86, 90, 85, 84, 83, 82, 53, 75, 1, 2, 95, 5, 93, 92, 94, 97, 96, 100, 99, 4, 3, 7, 56, 58, 98, 60, 54, 57, 55, 59, 88, 74, 61, 33, 32, 34, 31, 35, 80, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 51, 79, 77, 73, 71, 36, 70, 20, 22, 21, 23, 26]","(24.840792642327123, 2276.6327755454026)"
7,352,[  17.14818456 1671.16392313],[  4.4150665  346.74658874],[   7.65364798 1305.1957203 ],[  24.84079264 3070.93872317],"[41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 76, 68, 52, 69, 66, 64, 67, 63, 65, 62, 13, 17, 15, 18, 19, 14, 16, 12, 11, 10, 9, 8, 6, 28, 89, 72, 87, 91, 86, 90, 85, 84, 83, 82, 53, 75, 1, 2, 95, 5, 93, 92, 94, 97, 96, 100, 99, 4, 3, 7, 56, 58, 98, 60, 54, 57, 55, 59, 88, 74, 61, 33, 32, 34, 31, 35, 80, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 51, 79, 77, 73, 71, 36, 70, 20, 22, 21, 23, 26]","(24.840792642327123, 2276.6327755454026)"
8,354,[  17.27696524 1656.60922901],[  4.56606278 343.98853624],[   7.65364798 1305.1957203 ],[  26.5943633  2868.59716105],"[41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 19, 69, 26, 64, 67, 61, 65, 62, 95, 17, 15, 18, 52, 14, 16, 12, 11, 10, 9, 8, 6, 28, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 98, 75, 1, 2, 13, 5, 93, 92, 94, 97, 96, 100, 99, 4, 3, 7, 56, 58, 53, 60, 54, 57, 55, 59, 72, 74, 63, 77, 32, 34, 31, 35, 36, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 76, 79, 33, 73, 71, 80, 70, 20, 22, 21, 23, 66]","(26.59436329641077, 2027.431820613709)"
9,344,[  17.36561643 1624.1644283 ],[  4.61360894 310.13920001],[   8.27294537 1305.1957203 ],[  26.5943633  3044.32747726],"[41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 19, 69, 26, 64, 67, 61, 65, 62, 95, 17, 15, 18, 52, 14, 16, 12, 11, 10, 9, 8, 6, 28, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 98, 75, 1, 2, 13, 5, 93, 92, 94, 97, 96, 100, 99, 4, 3, 7, 56, 58, 53, 60, 54, 57, 55, 59, 72, 74, 63, 77, 32, 34, 31, 35, 36, 37, 38, 39, 29, 27, 30, 24, 25, 81, 78, 76, 79, 33, 73, 71, 80, 70, 20, 22, 21, 23, 66]","(26.59436329641077, 2027.431820613709)"
