Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,160,[  10.         1600.14065866],[  0.         127.75960465],[  10.         1326.74501539],[  10.         2082.90135875],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
1,148,[  10.         1526.89404888],[ 0.         61.25851659],[  10.         1326.74501539],[  10.         1615.87860273],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
2,148,[  10.         1493.22663007],[ 0.         51.04676026],[  10.         1326.74501539],[  10.        1559.4731713],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
3,142,[  10.         1471.73501471],[ 0.         45.63258838],[  10.         1326.74501539],[  10.         1527.45892717],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
4,150,[  10.         1459.20586723],[ 0.         42.45768876],[  10.         1326.74501539],[  10.         1516.02879661],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
5,144,[  10.         1441.78389231],[ 0.         34.30552434],[  10.         1326.74501539],[  10.         1494.32174911],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
6,140,[  10.         1428.25177816],[ 0.         29.80282838],[  10.         1326.74501539],[  10.         1464.25338451],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
7,150,[  10.         1420.54190639],[ 0.         28.39882057],[  10.         1326.74501539],[  10.         1453.81851516],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
8,132,[  10.         1407.47626905],[ 0.         26.10828116],[  10.         1326.74501539],[  10.         1441.72947101],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
9,140,[  10.        1399.0027556],[ 0.         25.84160312],[  10.         1326.74501539],[  10.         1427.57278325],"[14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 41, 40, 42, 43, 44, 46, 45, 47, 48, 49, 50, 51, 68, 52, 69, 66, 64, 67, 61, 65, 62, 60, 58, 56, 54, 53, 59, 57, 55, 72, 74, 63, 89, 88, 87, 91, 86, 90, 85, 84, 83, 82, 81, 21, 20, 78, 80, 79, 77, 73, 70, 76, 71, 22, 23, 26, 28, 25, 27, 24, 30, 29, 34, 32, 36, 33, 31, 39, 35, 37, 38]","(10.0, 1326.7450153893983)"
