Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,400,[  10.         1605.70358867],[  0.         129.54858573],[  10.         1270.71678964],[  10.        2038.5024642],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
1,324,[  10.         1517.64276051],[ 0.         78.14177524],[  10.         1270.71678964],[  10.         1623.09200857],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
2,306,[  10.        1469.4484014],[ 0.         62.83252315],[  10.         1270.71678964],[  10.         1558.14504873],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
3,306,[  10.         1435.35526281],[ 0.         53.74949591],[  10.         1270.71678964],[  10.         1504.62458606],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
4,314,[  10.        1409.4155518],[ 0.         50.16955729],[  10.         1270.71678964],[  10.         1473.29861781],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
5,310,[  10.         1382.40858082],[ 0.         44.20564844],[  10.         1270.71678964],[  10.        1445.3539013],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
6,332,[  10.         1366.91015743],[ 0.         39.26525452],[  10.         1270.71678964],[  10.        1417.6617152],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
7,318,[  10.         1348.96199085],[ 0.         34.61919058],[  10.         1270.71678964],[  10.         1402.45924957],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
8,298,[  10.         1331.10670938],[ 0.         28.00853562],[  10.         1270.71678964],[  10.         1371.89575304],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
9,304,[  10.         1317.33022443],[ 0.         23.29403231],[  10.         1270.71678964],[  10.         1353.08168136],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 53, 56, 54, 58, 60, 55, 57, 59, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 89, 87, 90, 75, 1, 5, 3, 4, 7, 6, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 23, 22, 21, 20, 52]","(10.0, 1270.7167896425817)"
