Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,160,[  10.         1598.33481009],[  0.         115.05141449],[  10.         1248.87620733],[  10.         1937.02780397],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
1,138,[  10.         1523.53753954],[ 0.         78.25874673],[  10.         1248.87620733],[  10.         1656.23681735],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
2,132,[  10.         1474.44497251],[ 0.         59.84340444],[  10.         1248.87620733],[  10.         1561.80927296],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
3,126,[  10.         1442.43011934],[ 0.         49.53833285],[  10.         1248.87620733],[  10.         1511.93255464],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
4,130,[  10.         1417.68417775],[ 0.         44.53038033],[  10.         1248.87620733],[  10.         1479.94564667],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
5,132,[  10.         1397.92570015],[ 0.         43.43893164],[  10.         1248.87620733],[  10.         1449.47474555],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
6,148,[  10.         1384.26799206],[ 0.         46.46983773],[  10.         1248.87620733],[  10.         1429.01233901],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
7,136,[  10.        1369.2835398],[ 0.        46.8063841],[  10.         1248.87620733],[  10.         1414.92558887],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
8,118,[  10.         1348.49924169],[ 0.         50.73787791],[  10.         1248.87620733],[  10.        1394.2449676],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
9,140,[  10.        1336.3070589],[ 0.         49.60697571],[  10.         1248.87620733],[  10.         1393.57455472],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
10,134,[  10.         1320.70527266],[ 0.         46.18705905],[  10.         1248.87620733],[  10.         1372.85105839],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
11,128,[  10.         1301.55510887],[ 0.         43.06421473],[  10.         1248.87620733],[  10.         1365.15095939],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
12,146,[  10.         1290.76582731],[ 0.         37.76922628],[  10.         1248.87620733],[  10.         1346.29556268],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
13,146,[  10.         1283.26789729],[ 0.         34.72714722],[  10.         1248.87620733],[  10.         1339.34325834],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
14,132,[  10.         1269.88488679],[ 0.         26.39094618],[  10.         1248.87620733],[  10.         1334.14781193],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
15,138,[  10.         1259.32387982],[ 0.         10.72099725],[  10.         1248.87620733],[  10.         1273.80751798],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
16,144,[  10.         1257.27857092],[0.       9.926419],[  10.         1248.87620733],[  10.         1273.70155252],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1248.8762073307894)"
17,140,[  10.         1254.69937758],[0.         8.21269881],[  10.         1242.51368524],[  10.         1273.70155252],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 92, 100, 95, 94, 96, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1242.513685238729)"
18,138,[  10.         1251.59239375],[0.         5.26001899],[  10.         1242.51368524],[  10.         1263.45262527],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 92, 100, 95, 94, 96, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1242.513685238729)"
19,140,[  10.        1249.9236035],[0.         3.56478524],[  10.         1242.51368524],[  10.         1261.49770841],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 92, 100, 95, 94, 96, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1242.513685238729)"
20,142,[  10.        1248.7966758],[0.         0.70689167],[  10.         1242.51368524],[  10.         1248.87620733],"[81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 97, 93, 92, 100, 95, 94, 96, 99, 98, 2, 1, 4, 75, 91, 8, 9, 6, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 24, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 69, 68, 66, 67, 18, 17, 19, 15, 16, 14, 12, 65, 90, 56, 58, 53, 60, 54, 57, 55, 59, 64, 61, 72, 62, 63, 74, 87, 89, 88, 85]","(10.0, 1242.513685238729)"
