Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,180,[  10.         1587.42377243],[  0.         110.16914195],[  10.         1325.94121655],[  10.         1960.49817939],"[23, 22, 26, 21, 25, 28, 20, 24, 27, 30, 29, 10, 11, 7, 8, 5, 3, 9, 6, 62, 66, 74, 61, 63, 69, 64, 65, 67, 72, 68, 41, 40, 43, 42, 44, 47, 46, 54, 55, 53, 56, 57, 58, 59, 60, 45, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 52, 49, 31, 32, 33, 34, 35, 36, 37, 38, 39, 13, 17, 15, 18, 19, 14, 16, 12, 4, 1, 75, 90, 79, 77, 73, 78, 80, 81, 76, 70, 71, 82, 83, 86, 84, 89, 87]","(10.0, 1325.9412165496433)"
1,180,[  10.        1540.3298579],[ 0.        73.0188079],[  10.         1325.94121655],[  10.         1642.96080147],"[23, 22, 26, 21, 25, 28, 20, 24, 27, 30, 29, 10, 11, 7, 8, 5, 3, 9, 6, 62, 66, 74, 61, 63, 69, 64, 65, 67, 72, 68, 41, 40, 43, 42, 44, 47, 46, 54, 55, 53, 56, 57, 58, 59, 60, 45, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 52, 49, 31, 32, 33, 34, 35, 36, 37, 38, 39, 13, 17, 15, 18, 19, 14, 16, 12, 4, 1, 75, 90, 79, 77, 73, 78, 80, 81, 76, 70, 71, 82, 83, 86, 84, 89, 87]","(10.0, 1325.9412165496433)"
2,180,[  10.         1520.80134994],[ 0.         67.18761998],[  10.         1325.94121655],[  10.         1601.76402767],"[23, 22, 26, 21, 25, 28, 20, 24, 27, 30, 29, 10, 11, 7, 8, 5, 3, 9, 6, 62, 66, 74, 61, 63, 69, 64, 65, 67, 72, 68, 41, 40, 43, 42, 44, 47, 46, 54, 55, 53, 56, 57, 58, 59, 60, 45, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 52, 49, 31, 32, 33, 34, 35, 36, 37, 38, 39, 13, 17, 15, 18, 19, 14, 16, 12, 4, 1, 75, 90, 79, 77, 73, 78, 80, 81, 76, 70, 71, 82, 83, 86, 84, 89, 87]","(10.0, 1325.9412165496433)"
3,180,[  10.         1505.70645725],[ 0.         62.78669844],[  10.         1325.94121655],[  10.         1582.78984367],"[23, 22, 26, 21, 25, 28, 20, 24, 27, 30, 29, 10, 11, 7, 8, 5, 3, 9, 6, 62, 66, 74, 61, 63, 69, 64, 65, 67, 72, 68, 41, 40, 43, 42, 44, 47, 46, 54, 55, 53, 56, 57, 58, 59, 60, 45, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 52, 49, 31, 32, 33, 34, 35, 36, 37, 38, 39, 13, 17, 15, 18, 19, 14, 16, 12, 4, 1, 75, 90, 79, 77, 73, 78, 80, 81, 76, 70, 71, 82, 83, 86, 84, 89, 87]","(10.0, 1325.9412165496433)"
4,180,[  10.         1490.74782561],[ 0.         60.41681043],[  10.         1325.94121655],[  10.         1565.98090631],"[23, 22, 26, 21, 25, 28, 20, 24, 27, 30, 29, 10, 11, 7, 8, 5, 3, 9, 6, 62, 66, 74, 61, 63, 69, 64, 65, 67, 72, 68, 41, 40, 43, 42, 44, 47, 46, 54, 55, 53, 56, 57, 58, 59, 60, 45, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 52, 49, 31, 32, 33, 34, 35, 36, 37, 38, 39, 13, 17, 15, 18, 19, 14, 16, 12, 4, 1, 75, 90, 79, 77, 73, 78, 80, 81, 76, 70, 71, 82, 83, 86, 84, 89, 87]","(10.0, 1325.9412165496433)"
5,180,[  10.         1480.20838152],[ 0.         58.73808882],[  10.         1325.94121655],[  10.         1551.32674129],"[23, 22, 26, 21, 25, 28, 20, 24, 27, 30, 29, 10, 11, 7, 8, 5, 3, 9, 6, 62, 66, 74, 61, 63, 69, 64, 65, 67, 72, 68, 41, 40, 43, 42, 44, 47, 46, 54, 55, 53, 56, 57, 58, 59, 60, 45, 48, 51, 50, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 52, 49, 31, 32, 33, 34, 35, 36, 37, 38, 39, 13, 17, 15, 18, 19, 14, 16, 12, 4, 1, 75, 90, 79, 77, 73, 78, 80, 81, 76, 70, 71, 82, 83, 86, 84, 89, 87]","(10.0, 1325.9412165496433)"
6,180,[  10.         1470.25782684],[ 0.         59.08957675],[  10.         1262.79596985],[  10.         1543.79378369],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
7,180,[  10.         1464.41688565],[ 0.         57.14899705],[  10.         1262.79596985],[  10.         1534.66206103],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
8,180,[  10.         1457.09677188],[ 0.         56.34620363],[  10.         1262.79596985],[  10.         1525.99895945],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
9,180,[  10.         1450.71516468],[ 0.        53.9625799],[  10.         1262.79596985],[  10.         1517.76177959],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
10,180,[  10.         1446.10141083],[ 0.         52.73823485],[  10.         1262.79596985],[  10.         1509.67009572],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
11,180,[  10.         1441.92083547],[ 0.         51.59188415],[  10.         1262.79596985],[  10.         1503.48999381],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
12,180,[  10.         1433.90797474],[ 0.         52.89714567],[  10.         1262.79596985],[  10.         1496.02825972],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
13,180,[  10.         1427.29775551],[ 0.         50.92507001],[  10.         1262.79596985],[  10.        1488.0560248],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
14,180,[  10.         1425.69279015],[ 0.         50.05423849],[  10.         1262.79596985],[  10.         1487.09615924],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
15,180,[  10.         1420.95174298],[ 0.         48.41912703],[  10.         1262.79596985],[  10.         1482.28627527],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
16,180,[  10.         1416.47778473],[ 0.         47.53340538],[  10.         1262.79596985],[  10.         1477.56897925],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 46, 45, 48, 51, 32, 33, 31, 37, 35, 75, 1, 89, 87, 27, 29, 49, 52, 50, 34, 36, 39, 38, 21, 22, 23, 25, 26, 28, 7, 8, 3, 6, 4, 20, 24, 30, 10, 11, 9, 13, 17, 18, 15, 12, 14, 19, 16]","(10.0, 1262.7959698496577)"
17,180,[  10.         1411.93743872],[ 0.         48.64836631],[  10.        1256.9031731],[  10.         1472.66981313],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
18,180,[  10.         1410.21297494],[ 0.         47.57877074],[  10.        1256.9031731],[  10.         1471.01068274],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
19,180,[  10.         1404.46101548],[ 0.        45.0791152],[  10.        1256.9031731],[  10.         1464.70417795],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
20,180,[  10.         1399.36300106],[ 0.         42.92587891],[  10.        1256.9031731],[  10.         1457.37125047],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
21,180,[  10.         1394.54367761],[ 0.         41.39827663],[  10.        1256.9031731],[  10.         1449.57484272],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
22,180,[  10.         1390.62773455],[ 0.         39.17385861],[  10.        1256.9031731],[  10.         1443.83240229],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
23,180,[  10.         1386.64785829],[ 0.        39.6542751],[  10.        1256.9031731],[  10.         1439.92505478],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
24,180,[  10.         1382.38978327],[ 0.         39.07772501],[  10.        1256.9031731],[  10.         1434.71022393],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
25,180,[  10.         1378.50732797],[ 0.         37.84933451],[  10.        1256.9031731],[  10.         1427.37625915],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
26,180,[  10.         1374.40029404],[ 0.         36.41581738],[  10.        1256.9031731],[  10.         1421.36438195],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
27,180,[  10.         1369.79009881],[ 0.        36.8378138],[  10.        1256.9031731],[  10.        1419.1047504],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
28,180,[  10.         1367.33849557],[ 0.         37.12938516],[  10.        1256.9031731],[  10.         1417.26077648],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
29,180,[  10.         1363.60689656],[ 0.         36.66624706],[  10.        1256.9031731],[  10.         1410.24221431],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 67, 65, 63, 66, 62, 91, 88, 85, 2, 69, 68, 64, 61, 74, 72, 40, 43, 42, 44, 47, 46, 90, 57, 55, 59, 54, 56, 58, 53, 60, 5, 75, 1, 41, 45, 48, 51, 32, 33, 31, 37, 35, 21, 22, 27, 29, 49, 52, 50, 34, 36, 39, 38, 89, 87, 20, 24, 23, 25, 26, 28, 30, 10, 7, 8, 3, 6, 4, 11, 9, 13, 17, 15, 12, 14, 18, 19, 16]","(10.0, 1256.9031730991435)"
