Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,100,[  10.         1613.32887729],[  0.         141.97209521],[  10.         1310.72048724],[  10.         2071.23285121],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 95, 97, 94, 93, 92]","(10.0, 1310.7204872379762)"
1,90,[  10.         1524.88264363],[ 0.         77.74543178],[  10.         1310.72048724],[  10.         1640.82917837],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 95, 97, 94, 93, 92]","(10.0, 1310.7204872379762)"
2,92,[  10.        1491.7599616],[ 0.         65.80534621],[  10.         1310.72048724],[  10.         1582.50414959],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 95, 97, 94, 93, 92]","(10.0, 1310.7204872379762)"
3,88,[  10.        1451.5478561],[ 0.         60.76014022],[  10.         1310.72048724],[  10.         1538.88284352],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 95, 97, 94, 93, 92]","(10.0, 1310.7204872379762)"
4,84,[  10.         1425.84969399],[ 0.         51.44541011],[  10.         1310.72048724],[  10.         1502.47829605],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 95, 97, 94, 93, 92]","(10.0, 1310.7204872379762)"
5,96,[  10.         1406.97834106],[ 0.         45.53374747],[  10.         1310.72048724],[  10.         1469.44908419],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 95, 97, 94, 93, 92]","(10.0, 1310.7204872379762)"
6,76,[  10.         1378.78596975],[ 0.         39.47527879],[  10.         1304.89276135],[  10.         1429.57646807],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 97, 95, 94, 93, 92]","(10.0, 1304.8927613515523)"
7,94,[  10.         1368.76638959],[ 0.         38.82525721],[  10.         1304.89276135],[  10.         1416.12546584],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 97, 95, 94, 93, 92]","(10.0, 1304.8927613515523)"
8,86,[  10.         1352.80672398],[ 0.         35.73739235],[  10.         1304.89276135],[  10.         1398.14115613],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 97, 95, 94, 93, 92]","(10.0, 1304.8927613515523)"
9,92,[  10.         1346.17190783],[ 0.         32.30261302],[  10.         1304.89276135],[  10.         1398.14115613],"[71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 87, 86, 89, 88, 90, 85, 91, 98, 63, 75, 65, 74, 67, 29, 27, 24, 30, 25, 28, 26, 22, 23, 20, 21, 34, 32, 33, 36, 52, 49, 31, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 55, 57, 59, 54, 53, 56, 58, 60, 48, 51, 50, 35, 38, 37, 39, 7, 5, 3, 1, 2, 4, 6, 99, 96, 100, 97, 95, 94, 93, 92]","(10.0, 1304.8927613515523)"
