Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,160,[  10.         1602.00980114],[  0.         118.75307087],[  10.         1357.06177853],[  10.         1978.14249078],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
1,152,[  10.         1528.36131385],[ 0.        69.4891441],[  10.         1357.06177853],[  10.         1631.28522654],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
2,146,[  10.         1493.23558119],[ 0.         59.20094692],[  10.         1357.06177853],[  10.         1574.98970674],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
3,150,[  10.         1471.93439739],[ 0.         51.46391143],[  10.         1357.06177853],[  10.         1541.68049434],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
4,138,[  10.         1447.97860485],[ 0.         46.47598956],[  10.         1357.06177853],[  10.      1515.22391],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
5,142,[  10.         1421.74513797],[ 0.         37.89224794],[  10.         1357.06177853],[  10.         1487.22525267],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
6,148,[  10.         1406.08163546],[ 0.         28.92061279],[  10.         1357.06177853],[  10.         1457.41025914],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
7,148,[  10.         1394.28568739],[ 0.         22.13994144],[  10.         1357.06177853],[  10.         1429.82540588],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
8,146,[  10.        1386.0001925],[ 0.         18.44573812],[  10.         1357.06177853],[  10.         1420.64840439],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
9,148,[  10.         1380.84316317],[ 0.         15.38432757],[  10.         1357.06177853],[  10.       1398.071995],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 16, 14, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 42, 41, 44, 43, 46, 45, 47, 48, 49, 50, 51, 52, 69, 66, 67, 65, 62, 20, 63, 23, 22, 21, 7, 5, 3, 90, 74, 91, 89, 88, 85, 87, 72]","(10.0, 1357.0617785300938)"
