Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,160,[  10.         1610.04312996],[  0.        122.5763511],[  10.         1332.40040213],[  10.         1952.19837601],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
1,142,[  10.         1533.96142648],[ 0.         63.78355649],[  10.         1332.40040213],[  10.         1634.37353952],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
2,142,[  10.         1501.23240584],[ 0.        49.2251896],[  10.         1332.40040213],[  10.       1574.893937],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
3,150,[  10.         1480.75283658],[ 0.         40.72979563],[  10.         1332.40040213],[  10.         1543.61118244],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
4,142,[  10.         1463.53692953],[ 0.         35.81334581],[  10.         1332.40040213],[  10.         1504.97210232],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
5,144,[  10.         1451.12335932],[ 0.         35.15181773],[  10.         1332.40040213],[  10.         1491.51054639],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
6,138,[  10.        1436.3288115],[ 0.        34.9854856],[  10.         1332.40040213],[  10.         1475.05951587],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
7,142,[  10.         1424.25788071],[ 0.         33.38714048],[  10.         1332.40040213],[  10.         1461.23304855],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
8,142,[  10.         1415.15754582],[ 0.         31.39400586],[  10.         1332.40040213],[  10.         1456.75374437],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
9,148,[  10.         1403.64744413],[ 0.         28.95110292],[  10.         1332.40040213],[  10.         1445.91771024],"[42, 41, 44, 40, 43, 46, 45, 47, 48, 49, 50, 51, 52, 68, 69, 66, 64, 67, 65, 61, 62, 53, 56, 54, 58, 60, 55, 57, 59, 72, 74, 63, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 76, 78, 71, 81, 73, 77, 79, 70, 80, 82, 83, 84, 86, 12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 22, 21, 20, 23, 25, 24, 26, 7, 5, 3, 4, 75, 1, 90, 89, 87]","(10.0, 1332.4004021344317)"
