Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,166,[  10.         3585.52790662],[ 0.         37.06313031],[  10.         3496.05491258],[  10.         3636.00695671],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 100, 17, 7, 55, 44, 81, 22, 74, 1, 8, 28, 12, 39, 36, 52, 50, 16, 82, 2, 15, 29, 57, 86, 99, 4, 34, 18, 78, 63, 26, 59, 62, 51, 85, 88, 73, 70, 97, 87, 11, 10, 43, 95, 90, 92, 67, 25, 27, 49, 20, 42, 30, 37, 21, 96, 33, 24, 80, 46, 13, 19, 5, 38, 83, 94, 6, 23, 32, 9, 53, 64, 71, 45, 48, 31, 3, 65, 98, 77, 76, 14, 93, 75, 47, 54, 56, 68, 66, 41, 58, 84]","(10.0, 3496.0549125780026)"
11,168,[  10.         3557.94543339],[ 0.         33.82157765],[  10.         3453.03895795],[  10.         3597.26615074],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 74, 1, 8, 28, 12, 39, 36, 52, 50, 16, 82, 2, 15, 29, 57, 86, 99, 4, 34, 18, 78, 63, 26, 59, 62, 51, 85, 88, 73, 70, 97, 87, 11, 10, 43, 95, 90, 92, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 33, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 32, 9, 53, 64, 71, 45, 48, 7, 3, 65, 98, 77, 24, 14, 93, 75, 47, 54, 56, 68, 66, 41, 58, 84]","(10.0, 3453.03895795306)"
12,168,[  10.         3533.34564881],[ 0.         29.23436842],[  10.         3443.84137289],[  10.         3572.33285547],"[69, 61, 35, 40, 89, 91, 79, 72, 86, 100, 17, 31, 55, 44, 81, 22, 74, 1, 8, 28, 12, 39, 36, 52, 50, 16, 82, 2, 15, 29, 57, 60, 99, 4, 34, 18, 78, 63, 26, 59, 62, 51, 85, 88, 73, 70, 97, 87, 11, 10, 43, 95, 90, 92, 67, 53, 27, 49, 20, 42, 30, 37, 21, 96, 33, 76, 80, 46, 13, 19, 5, 38, 83, 94, 6, 23, 32, 9, 25, 64, 71, 45, 48, 7, 3, 65, 98, 77, 24, 14, 93, 75, 47, 54, 56, 68, 66, 41, 58, 84]","(10.0, 3443.8413728906517)"
13,172,[  10.         3513.62168339],[ 0.         25.85694376],[  10.         3416.64500575],[  10.         3552.90127679],"[69, 61, 35, 40, 89, 91, 79, 77, 84, 44, 17, 46, 83, 64, 81, 82, 97, 1, 8, 28, 12, 39, 36, 52, 50, 19, 22, 2, 53, 29, 57, 86, 99, 4, 34, 18, 78, 63, 26, 59, 62, 94, 85, 88, 73, 70, 74, 87, 96, 10, 43, 37, 90, 92, 67, 25, 51, 49, 20, 42, 30, 95, 21, 11, 33, 76, 80, 31, 13, 93, 5, 38, 55, 27, 98, 23, 72, 9, 15, 100, 71, 45, 48, 7, 3, 65, 6, 32, 24, 14, 16, 75, 47, 54, 56, 68, 66, 41, 58, 60]","(10.0, 3416.6450057479965)"
14,164,[  10.         3495.14479955],[ 0.         26.38391725],[  10.         3340.62584221],[  10.        3524.8166764],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 14, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 63, 26, 59, 62, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 33, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 65, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 84]","(10.0, 3340.625842206592)"
15,162,[  10.         3478.80872791],[ 0.         28.29283074],[  10.         3340.62584221],[  10.         3504.37855654],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 14, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 63, 26, 59, 62, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 33, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 65, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 84]","(10.0, 3340.625842206592)"
16,166,[  10.         3456.76311975],[ 0.        39.7022508],[  10.         3306.00621928],[  10.         3495.84532083],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 33, 8, 28, 45, 39, 36, 52, 50, 14, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 63, 26, 59, 62, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 1, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 12, 48, 7, 3, 65, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 84]","(10.0, 3306.006219284175)"
17,172,[  10.         3434.96422601],[ 0.         40.77691187],[  10.         3306.00621928],[  10.         3478.54349664],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 33, 8, 28, 45, 39, 36, 52, 50, 14, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 63, 26, 59, 62, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 1, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 12, 48, 7, 3, 65, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 84]","(10.0, 3306.006219284175)"
18,154,[  10.         3408.42113893],[ 0.         43.22269216],[  10.         3258.97729369],[  10.         3455.28825983],"[69, 61, 35, 40, 87, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 14, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 63, 58, 59, 62, 51, 85, 88, 73, 70, 97, 92, 11, 75, 43, 95, 90, 89, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 33, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 65, 98, 77, 24, 16, 93, 10, 47, 54, 56, 68, 66, 41, 26, 84]","(10.0, 3258.9772936932486)"
19,162,[  10.         3382.29619795],[ 0.         43.07108468],[  10.         3252.11274665],[  10.         3431.89818806],"[69, 61, 35, 66, 87, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 14, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 63, 58, 59, 62, 51, 85, 88, 73, 70, 97, 92, 11, 75, 43, 95, 90, 89, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 33, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 65, 98, 77, 24, 16, 93, 10, 47, 54, 56, 68, 40, 41, 26, 84]","(10.0, 3252.11274665036)"
20,164,[  10.         3357.42809322],[ 0.         41.26631019],[  10.         3217.41647616],[  10.         3408.27175767],"[42, 44, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 61, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 78, 99, 4, 34, 74, 86, 63, 26, 54, 62, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 69, 30, 37, 21, 96, 2, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 65, 98, 77, 24, 16, 93, 75, 47, 59, 56, 68, 66, 41, 58, 84]","(10.0, 3217.4164761596426)"
21,166,[  10.         3328.94910211],[ 0.         38.49918165],[  10.         3217.41647616],[  10.        3376.4122334],"[42, 44, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 61, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 78, 99, 4, 34, 74, 86, 63, 26, 54, 62, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 69, 30, 37, 21, 96, 2, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 65, 98, 77, 24, 16, 93, 75, 47, 59, 56, 68, 66, 41, 58, 84]","(10.0, 3217.4164761596426)"
22,170,[  10.         3301.66741577],[ 0.         39.65353087],[  10.         3169.20035423],[  10.         3342.27931391],"[42, 44, 35, 40, 89, 91, 79, 72, 60, 17, 38, 31, 55, 61, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 78, 99, 4, 34, 74, 86, 63, 26, 54, 62, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 69, 30, 37, 21, 96, 71, 76, 80, 46, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 2, 45, 48, 7, 3, 65, 98, 77, 24, 16, 93, 75, 47, 59, 56, 68, 66, 41, 58, 84]","(10.0, 3169.200354233775)"
23,162,[  10.         3274.96916937],[ 0.         38.04307234],[  10.         3128.99374226],[  10.         3323.10478574],"[69, 61, 35, 66, 87, 91, 79, 72, 60, 38, 17, 31, 55, 44, 63, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 14, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 81, 58, 59, 62, 51, 85, 88, 73, 70, 97, 92, 11, 75, 43, 95, 90, 89, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 33, 76, 80, 46, 13, 19, 5, 100, 83, 94, 65, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 6, 98, 77, 24, 16, 93, 10, 47, 54, 56, 68, 40, 41, 26, 84]","(10.0, 3128.993742264794)"
24,152,[  10.         3245.84294034],[ 0.         33.87954012],[  10.         3128.99374226],[  10.         3290.29091504],"[69, 61, 35, 66, 87, 91, 79, 72, 60, 38, 17, 31, 55, 44, 63, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 14, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 81, 58, 59, 62, 51, 85, 88, 73, 70, 97, 92, 11, 75, 43, 95, 90, 89, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 33, 76, 80, 46, 13, 19, 5, 100, 83, 94, 65, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 6, 98, 77, 24, 16, 93, 10, 47, 54, 56, 68, 40, 41, 26, 84]","(10.0, 3128.993742264794)"
25,150,[  10.         3223.99119618],[ 0.         32.84382663],[  10.         3094.24422783],[  10.         3261.88814329],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 86, 99, 78, 34, 74, 65, 63, 26, 59, 46, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 62, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 2]","(10.0, 3094.244227834864)"
26,158,[  10.         3208.57289809],[ 0.         31.42435715],[  10.         3094.24422783],[  10.         3249.61284954],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 86, 99, 78, 34, 74, 65, 63, 26, 59, 46, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 62, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 2]","(10.0, 3094.244227834864)"
27,160,[  10.        3190.7223337],[ 0.         29.09139849],[  10.         3094.24422783],[  10.         3230.00567895],"[69, 61, 35, 40, 89, 91, 79, 72, 60, 38, 17, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 86, 99, 78, 34, 74, 65, 63, 26, 59, 46, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 62, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 2]","(10.0, 3094.244227834864)"
28,168,[  10.         3175.28402241],[ 0.         27.48743924],[  10.         3063.64648914],[  10.         3210.15491922],"[69, 41, 35, 40, 89, 91, 79, 72, 60, 55, 17, 31, 38, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 86, 99, 78, 34, 74, 65, 63, 26, 59, 46, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 62, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 61, 58, 2]","(10.0, 3063.6464891410383)"
29,166,[  10.         3162.10705756],[ 0.         25.78128872],[  10.         3063.64648914],[  10.         3191.14037691],"[69, 41, 35, 40, 89, 91, 79, 72, 60, 55, 17, 31, 38, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 86, 99, 78, 34, 74, 65, 63, 26, 59, 46, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 62, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 61, 58, 2]","(10.0, 3063.6464891410383)"
30,150,[  10.         3145.63868504],[ 0.         24.68239426],[  10.         3063.64648914],[  10.         3178.12452022],"[69, 41, 35, 40, 89, 91, 79, 72, 60, 55, 17, 31, 38, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 86, 99, 78, 34, 74, 65, 63, 26, 59, 46, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 62, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 61, 58, 2]","(10.0, 3063.6464891410383)"
31,162,[  10.         3131.59488906],[ 0.         20.71169193],[  10.         3063.64648914],[  10.         3161.52034307],"[69, 41, 35, 40, 89, 91, 79, 72, 60, 55, 17, 31, 38, 44, 81, 22, 18, 1, 8, 28, 12, 39, 36, 52, 50, 29, 82, 33, 15, 14, 57, 86, 99, 78, 34, 74, 65, 63, 26, 59, 46, 51, 85, 88, 73, 70, 97, 92, 11, 10, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 62, 13, 19, 5, 100, 83, 94, 6, 23, 9, 32, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 61, 58, 2]","(10.0, 3063.6464891410383)"
32,164,[  10.         3119.92079445],[ 0.         19.60292739],[  10.         3049.71553545],[  10.         3144.10759804],"[69, 61, 35, 24, 87, 91, 79, 71, 60, 38, 17, 31, 55, 44, 81, 22, 18, 1, 8, 12, 28, 39, 36, 52, 50, 84, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 62, 58, 59, 63, 51, 85, 88, 73, 70, 94, 92, 11, 75, 43, 95, 90, 89, 67, 25, 20, 49, 27, 42, 30, 37, 21, 16, 33, 76, 80, 46, 13, 19, 5, 100, 83, 97, 6, 23, 9, 32, 53, 64, 72, 45, 48, 7, 3, 65, 98, 77, 40, 96, 93, 10, 47, 54, 56, 68, 66, 41, 26, 14]","(10.0, 3049.715535447245)"
33,160,[  10.         3109.36070741],[ 0.         18.68902598],[  10.         3025.55805043],[  10.         3132.68536128],"[69, 61, 35, 24, 87, 91, 79, 71, 60, 38, 17, 31, 55, 44, 40, 22, 18, 1, 8, 12, 28, 39, 36, 52, 50, 84, 82, 2, 15, 29, 57, 86, 99, 4, 34, 74, 78, 62, 58, 59, 63, 51, 85, 88, 73, 70, 94, 92, 11, 75, 43, 100, 90, 89, 67, 25, 20, 49, 27, 42, 30, 37, 21, 16, 33, 76, 80, 46, 13, 19, 5, 95, 83, 97, 6, 23, 9, 32, 53, 64, 72, 45, 48, 7, 3, 65, 98, 77, 81, 96, 93, 10, 47, 54, 56, 68, 66, 41, 26, 14]","(10.0, 3025.5580504264376)"
34,166,[  10.         3100.33166879],[ 0.         21.74016012],[  10.         2954.56037066],[  10.         3128.06425367],"[69, 61, 35, 40, 89, 91, 2, 72, 60, 38, 51, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 34, 52, 50, 29, 32, 33, 15, 14, 13, 86, 99, 78, 36, 74, 65, 63, 57, 59, 62, 17, 85, 88, 73, 70, 97, 92, 10, 11, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 46, 26, 19, 5, 100, 83, 94, 6, 23, 9, 82, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 79]","(10.0, 2954.5603706579627)"
35,158,[  10.         3090.87357305],[ 0.         23.79997569],[  10.         2954.56037066],[  10.         3111.82672183],"[69, 61, 35, 40, 89, 91, 2, 72, 60, 38, 51, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 34, 52, 50, 29, 32, 33, 15, 14, 13, 86, 99, 78, 36, 74, 65, 63, 57, 59, 62, 17, 85, 88, 73, 70, 97, 92, 10, 11, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 46, 26, 19, 5, 100, 83, 94, 6, 23, 9, 82, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 79]","(10.0, 2954.5603706579627)"
36,162,[  10.         3080.44809257],[ 0.         28.54185403],[  10.         2954.56037066],[  10.         3104.61546686],"[69, 61, 35, 40, 89, 91, 2, 72, 60, 38, 51, 31, 55, 44, 81, 22, 18, 1, 8, 28, 12, 39, 34, 52, 50, 29, 32, 33, 15, 14, 13, 86, 99, 78, 36, 74, 65, 63, 57, 59, 62, 17, 85, 88, 73, 70, 97, 92, 10, 11, 43, 95, 90, 87, 67, 25, 20, 49, 27, 42, 30, 37, 21, 96, 84, 76, 80, 46, 26, 19, 5, 100, 83, 94, 6, 23, 9, 82, 53, 64, 71, 45, 48, 7, 3, 4, 98, 77, 24, 16, 93, 75, 47, 54, 56, 68, 66, 41, 58, 79]","(10.0, 2954.5603706579627)"
