Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,180,[  10.         1605.05903119],[  0.         129.88736122],[  10.        1315.8798932],[  10.         2111.94684968],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
1,180,[  10.         1550.31324597],[ 0.        78.4827031],[  10.        1315.8798932],[  10.         1667.66466213],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
2,180,[  10.         1529.43344066],[ 0.         66.54345677],[  10.        1315.8798932],[  10.         1619.20344151],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
3,180,[  10.         1516.40195897],[ 0.         61.45388238],[  10.        1315.8798932],[  10.         1597.63471515],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
4,180,[  10.         1504.46824771],[ 0.         59.48694193],[  10.        1315.8798932],[  10.         1584.46788395],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
5,180,[  10.         1493.38889961],[ 0.         55.24094361],[  10.        1315.8798932],[  10.         1568.44420487],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
6,180,[  10.         1487.29282879],[ 0.         52.76697329],[  10.        1315.8798932],[  10.         1557.37801038],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
7,180,[  10.         1480.34810101],[ 0.         51.35941447],[  10.        1315.8798932],[  10.         1548.24143579],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
8,180,[  10.         1472.86213055],[ 0.         49.35859654],[  10.        1315.8798932],[  10.         1539.63725676],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
9,180,[  10.         1466.62735361],[ 0.         46.87774136],[  10.        1315.8798932],[  10.         1530.80003946],"[78, 76, 81, 77, 79, 73, 71, 70, 80, 82, 83, 84, 86, 60, 58, 56, 54, 53, 59, 57, 55, 40, 44, 45, 48, 22, 21, 20, 23, 25, 24, 26, 27, 28, 29, 30, 10, 49, 47, 52, 43, 11, 7, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 2, 14, 16, 12, 15, 19, 13, 17, 18, 9, 8, 6, 4, 3, 5, 75, 1, 90, 89, 87, 67, 65, 63, 69, 64, 61, 68, 72, 66, 62, 74, 41, 42, 46, 50, 51, 31, 34, 36, 33, 32, 37, 39, 38, 35]","(10.0, 1315.8798932038862)"
