Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,400,[   7.29363706 1654.8583824 ],[  2.12321163 124.27577381],[   3.51504927 1387.78702703],[  19.3888957  2052.12285623],"[55, 57, 59, 54, 53, 56, 58, 60, 68, 64, 40, 61, 44, 41, 72, 77, 79, 73, 78, 76, 80, 81, 70, 71, 82, 83, 84, 86, 49, 47, 52, 46, 50, 43, 48, 45, 42, 51, 20, 24, 22, 29, 69, 21, 25, 27, 97, 93, 96, 100, 95, 94, 92, 99, 98, 2, 1, 4, 75, 91, 26, 28, 23, 30, 10, 11, 8, 7, 5, 34, 9, 13, 3, 39, 36, 38, 37, 33, 32, 35, 31, 18, 17, 19, 15, 16, 14, 12, 6, 90, 67, 66, 62, 65, 63, 74, 87, 89, 88, 85]","(3.5150492652095155, 1615.705729342335)"
1,340,[   6.40595292 1630.63610509],[  2.13614063 163.63864958],[   3.46132091 1387.78702703],[  19.3888957 2413.3073172],"[99, 96, 100, 98, 83, 97, 94, 7, 92, 2, 1, 4, 75, 6, 3, 9, 19, 15, 18, 17, 74, 13, 14, 66, 11, 10, 30, 8, 28, 88, 89, 85, 87, 91, 86, 84, 90, 95, 82, 5, 63, 93, 65, 67, 12, 69, 62, 16, 64, 68, 61, 72, 41, 43, 40, 42, 47, 44, 46, 51, 50, 48, 45, 52, 49, 31, 32, 33, 59, 24, 20, 29, 35, 58, 56, 60, 53, 54, 57, 55, 21, 22, 23, 26, 25, 27, 34, 36, 39, 37, 38, 70, 73, 71, 77, 76, 79, 78, 80, 81]","(3.4613209122170128, 2079.0613071420694)"
2,324,[   5.8472047  1630.97835477],[  2.057933   187.32479133],[   3.45870135 1387.78702703],[  19.3888957  2794.23885142],"[99, 96, 100, 98, 83, 97, 94, 7, 92, 2, 1, 4, 75, 6, 3, 9, 19, 15, 18, 17, 74, 13, 14, 66, 11, 10, 30, 8, 28, 88, 89, 85, 87, 91, 86, 84, 44, 95, 82, 5, 63, 93, 65, 67, 12, 69, 62, 16, 64, 68, 61, 72, 41, 43, 40, 42, 47, 90, 46, 51, 50, 48, 45, 52, 49, 31, 32, 33, 59, 24, 20, 29, 35, 58, 56, 60, 53, 54, 57, 55, 21, 22, 23, 26, 25, 27, 34, 36, 39, 37, 38, 70, 73, 71, 77, 76, 79, 78, 80, 81]","(3.458701348554417, 2214.6963792240977)"
3,342,[   5.66682858 1635.14549352],[  2.2233877  224.49484962],[   3.29567865 1387.78702703],[  19.3888957  2794.23885142],"[33, 32, 34, 31, 35, 36, 37, 58, 16, 78, 52, 27, 30, 50, 11, 9, 8, 6, 24, 4, 7, 10, 3, 1, 2, 5, 75, 13, 23, 21, 99, 12, 26, 47, 49, 43, 46, 42, 45, 44, 48, 96, 40, 51, 20, 69, 68, 66, 22, 25, 67, 64, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 81, 29, 60, 55, 57, 59, 54, 53, 56, 38, 76, 61, 72, 62, 74, 65, 63, 98, 41, 95, 94, 97, 100, 93, 92, 14, 15, 71, 70, 73, 77, 79, 80, 28, 19, 18, 17, 39]","(3.2956786538098455, 2275.2775320343685)"
4,338,[   5.42111734 1627.59528346],[  1.67557875 231.85647609],[   3.29567865 1387.78702703],[  13.47796116 2542.86218405],"[33, 32, 34, 31, 35, 36, 37, 58, 16, 78, 52, 27, 30, 50, 11, 9, 8, 6, 24, 4, 7, 10, 3, 1, 2, 5, 75, 13, 23, 21, 99, 12, 26, 47, 49, 43, 46, 42, 45, 44, 48, 96, 40, 51, 20, 69, 68, 66, 22, 25, 67, 64, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 81, 29, 60, 55, 57, 59, 54, 53, 56, 38, 76, 61, 72, 62, 74, 65, 63, 98, 41, 95, 94, 97, 100, 93, 92, 14, 15, 71, 70, 73, 77, 79, 80, 28, 19, 18, 17, 39]","(3.2956786538098455, 2275.2775320343685)"
5,356,[   5.2027247  1639.14355171],[  1.58176756 253.59856924],[   3.29567865 1387.78702703],[  10.45157599 2557.44654884],"[33, 32, 34, 31, 35, 36, 37, 58, 16, 78, 52, 27, 30, 50, 11, 9, 8, 6, 24, 4, 7, 10, 3, 1, 2, 5, 75, 13, 23, 21, 99, 12, 26, 47, 49, 43, 46, 42, 45, 44, 48, 96, 40, 51, 20, 69, 68, 66, 22, 25, 67, 64, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 81, 29, 60, 55, 57, 59, 54, 53, 56, 38, 76, 61, 72, 62, 74, 65, 63, 98, 41, 95, 94, 97, 100, 93, 92, 14, 15, 71, 70, 73, 77, 79, 80, 28, 19, 18, 17, 39]","(3.2956786538098455, 2275.2775320343685)"
6,344,[   5.05343569 1639.59258696],[  1.55073983 268.98145971],[   3.23592239 1387.78702703],[  10.45157599 2646.41865636],"[99, 96, 100, 98, 83, 62, 39, 7, 92, 2, 1, 4, 75, 6, 3, 9, 19, 15, 18, 17, 74, 13, 14, 66, 11, 10, 30, 8, 28, 88, 89, 85, 87, 91, 86, 84, 43, 95, 82, 97, 63, 93, 65, 67, 12, 69, 5, 16, 64, 68, 61, 22, 41, 90, 40, 42, 45, 44, 46, 51, 50, 48, 47, 52, 49, 31, 32, 33, 59, 24, 20, 36, 35, 58, 56, 60, 53, 54, 57, 55, 21, 72, 23, 26, 25, 27, 34, 29, 94, 37, 38, 70, 73, 71, 77, 76, 79, 78, 80, 81]","(3.235922385534336, 2468.7873770056285)"
7,352,[   4.82955922 1672.73505824],[  1.45095058 310.80935413],[   3.23592239 1387.78702703],[  10.45157599 2845.48429696],"[99, 96, 100, 98, 83, 62, 39, 7, 92, 2, 1, 4, 75, 6, 3, 9, 19, 15, 18, 17, 74, 13, 14, 66, 11, 10, 30, 8, 28, 88, 89, 85, 87, 91, 86, 84, 43, 95, 82, 97, 63, 93, 65, 67, 12, 69, 5, 16, 64, 68, 61, 22, 41, 90, 40, 42, 45, 44, 46, 51, 50, 48, 47, 52, 49, 31, 32, 33, 59, 24, 20, 36, 35, 58, 56, 60, 53, 54, 57, 55, 21, 72, 23, 26, 25, 27, 34, 29, 94, 37, 38, 70, 73, 71, 77, 76, 79, 78, 80, 81]","(3.235922385534336, 2468.7873770056285)"
8,334,[   4.72836133 1676.54483419],[  1.39048226 340.090842  ],[   2.94938949 1387.78702703],[   9.43551088 3137.89360933],"[99, 96, 100, 98, 83, 11, 39, 7, 92, 2, 1, 4, 75, 6, 3, 9, 19, 15, 18, 17, 74, 13, 14, 66, 62, 10, 30, 8, 28, 88, 89, 85, 87, 91, 86, 84, 43, 95, 82, 97, 63, 93, 65, 67, 12, 69, 5, 16, 64, 68, 61, 22, 41, 90, 40, 42, 45, 44, 46, 51, 50, 48, 47, 52, 49, 31, 32, 33, 59, 24, 20, 29, 35, 58, 56, 60, 53, 54, 57, 55, 21, 72, 23, 26, 25, 27, 34, 36, 94, 37, 38, 70, 73, 71, 77, 76, 79, 78, 80, 81]","(2.9493894891230896, 2469.4376428662467)"
9,338,[   4.44471009 1677.52130237],[  1.03351349 342.71411174],[   2.88682133 1387.78702703],[   6.73675511 3174.95785403],"[99, 96, 100, 98, 83, 11, 39, 7, 92, 2, 1, 4, 75, 78, 3, 9, 19, 15, 18, 17, 74, 13, 14, 66, 62, 10, 30, 8, 28, 88, 89, 85, 87, 91, 86, 84, 43, 95, 82, 97, 63, 93, 65, 67, 12, 69, 5, 16, 64, 68, 61, 22, 41, 90, 40, 42, 45, 44, 46, 51, 50, 48, 47, 52, 49, 31, 32, 33, 59, 24, 20, 29, 35, 58, 56, 60, 53, 54, 57, 55, 21, 72, 23, 26, 25, 27, 34, 36, 94, 37, 38, 70, 73, 71, 77, 76, 79, 6, 80, 81]","(2.8868213290318416, 2592.016129844554)"
