Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,100,[  10.         1590.95427696],[  0.         138.61040799],[  10.         1292.53925755],[  10.         2116.99128116],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
1,90,[  10.         1511.88170486],[ 0.         76.03242904],[  10.         1292.53925755],[  10.         1614.55745395],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
2,92,[  10.         1476.20961801],[ 0.        63.6367527],[  10.         1292.53925755],[  10.         1571.87836148],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
3,90,[  10.         1447.42478515],[ 0.         53.23490433],[  10.         1292.53925755],[  10.         1529.01615302],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
4,86,[  10.         1425.98491244],[ 0.         45.58967142],[  10.         1292.53925755],[  10.         1496.01959523],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
5,94,[  10.        1413.0573269],[ 0.         38.82946553],[  10.         1292.53925755],[  10.         1472.21211032],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
6,96,[  10.         1403.38470504],[ 0.         33.61772679],[  10.         1292.53925755],[  10.         1456.24567713],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
7,88,[  10.         1387.98374263],[ 0.         29.24306052],[  10.         1292.53925755],[  10.         1420.85885503],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
8,86,[  10.         1375.25245246],[ 0.         29.25398333],[  10.         1292.53925755],[  10.         1415.57661809],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
9,92,[  10.         1367.66575399],[ 0.         28.34559298],[  10.         1292.53925755],[  10.         1408.98065538],"[69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 2, 1, 4, 3, 75, 6, 5, 7, 9, 8, 11, 10, 98, 99, 91, 96, 100, 95, 59, 57, 55, 54, 58, 56, 60, 53, 48, 51, 50, 52, 31, 17, 18, 13, 15, 19, 16, 14, 12, 30, 28, 26, 23, 27, 38, 37, 39, 35, 36, 33, 34, 32, 29, 24, 25, 22, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 84, 86, 87, 89, 88, 90, 85, 94, 93, 92, 97, 21, 20]","(10.0, 1292.5392575511516)"
