Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,180,[  10.         1601.25060097],[  0.         129.81705988],[  10.         1271.66507489],[  10.         2094.34020306],"[12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 87, 86, 85, 84, 83, 98, 75, 82, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1271.6650748851273)"
1,168,[  10.         1524.24050302],[ 0.        73.0008091],[  10.         1271.66507489],[  10.         1629.03868996],"[12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 87, 86, 85, 84, 83, 98, 75, 82, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1271.6650748851273)"
2,158,[  10.         1485.75032989],[ 0.         60.51062186],[  10.         1271.66507489],[  10.       1566.405518],"[12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 87, 86, 85, 84, 83, 98, 75, 82, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1271.6650748851273)"
3,136,[  10.         1450.30182614],[ 0.         54.92798047],[  10.         1271.66507489],[  10.         1519.20364809],"[12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 87, 86, 85, 84, 83, 98, 75, 82, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1271.6650748851273)"
4,150,[  10.         1427.52762841],[ 0.         52.06128658],[  10.         1271.66507489],[  10.         1485.49328038],"[12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 87, 86, 85, 84, 83, 98, 75, 82, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1271.6650748851273)"
5,158,[  10.        1407.2329421],[ 0.         54.21839784],[  10.         1271.66507489],[  10.         1464.24814088],"[12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 87, 86, 85, 84, 83, 98, 75, 82, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1271.6650748851273)"
6,130,[  10.         1380.48074452],[ 0.         56.68880635],[  10.         1271.66507489],[  10.         1435.74499958],"[12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 87, 86, 85, 84, 83, 98, 75, 82, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1271.6650748851273)"
7,158,[  10.         1363.23899893],[ 0.         56.38801982],[  10.        1270.7490928],[  10.         1429.22177171],"[12, 14, 16, 15, 13, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 87, 86, 85, 84, 83, 98, 75, 82, 1, 2, 5, 3, 65, 67, 63, 72, 62, 69, 74, 64, 61, 68, 66, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1270.7490928017505)"
8,158,[  10.         1338.22428096],[ 0.         50.59006817],[  10.         1248.74396904],[  10.         1401.17279546],"[12, 14, 16, 13, 15, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 86, 87, 85, 84, 83, 82, 75, 98, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1248.743969043685)"
9,166,[  10.         1319.37448296],[ 0.         43.12168326],[  10.         1248.74396904],[  10.         1383.94745936],"[12, 14, 16, 13, 15, 19, 17, 18, 11, 9, 8, 10, 6, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 37, 38, 39, 35, 36, 33, 34, 32, 31, 51, 48, 45, 44, 91, 89, 88, 90, 86, 87, 85, 84, 83, 82, 75, 98, 1, 2, 5, 3, 65, 67, 63, 66, 62, 69, 74, 64, 61, 68, 72, 41, 40, 55, 57, 59, 93, 92, 94, 97, 95, 96, 100, 99, 4, 7, 81, 78, 76, 77, 79, 73, 71, 70, 80, 54, 53, 56, 58, 60]","(10.0, 1248.743969043685)"
