Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,180,[  10.         1599.12223773],[  0.         110.93606737],[  10.         1311.19085825],[  10.         1941.91995079],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 8, 9, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 19, 15, 18, 17, 16, 14, 12, 30, 27, 29, 24, 88, 89, 85, 87, 91, 86, 84, 90, 83, 82, 63, 65, 67, 74, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 77, 79, 73, 78, 76, 80, 81, 70, 71, 55, 54, 53, 56, 58, 60, 57, 59, 48, 51, 50, 49, 38, 37, 39, 35, 36, 33, 34, 32, 31, 52]","(10.0, 1311.1908582489261)"
1,180,[  10.         1543.05644429],[ 0.         68.53660877],[  10.         1311.19085825],[  10.         1637.43539928],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 8, 9, 7, 11, 10, 3, 5, 23, 13, 21, 26, 22, 20, 28, 25, 19, 15, 18, 17, 16, 14, 12, 30, 27, 29, 24, 88, 89, 85, 87, 91, 86, 84, 90, 83, 82, 63, 65, 67, 74, 62, 66, 61, 69, 64, 72, 68, 41, 40, 43, 42, 44, 47, 46, 45, 77, 79, 73, 78, 76, 80, 81, 70, 71, 55, 54, 53, 56, 58, 60, 57, 59, 48, 51, 50, 49, 38, 37, 39, 35, 36, 33, 34, 32, 31, 52]","(10.0, 1311.1908582489261)"
2,180,[  10.         1517.27030356],[ 0.         67.68968177],[  10.       1290.087351],[  10.         1598.23986529],"[98, 96, 99, 95, 94, 97, 100, 93, 92, 23, 10, 11, 7, 8, 5, 3, 9, 6, 75, 1, 2, 84, 20, 21, 22, 25, 26, 28, 13, 15, 19, 24, 27, 29, 30, 17, 18, 12, 14, 16, 89, 88, 67, 65, 63, 90, 87, 91, 86, 4, 85, 83, 82, 69, 66, 62, 68, 64, 61, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 55, 81, 80, 79, 77, 78, 76, 73, 70, 71, 48, 59, 57, 54, 60, 58, 56, 53, 49, 50, 51, 33, 34, 35, 36, 37, 38, 39, 52, 31, 32]","(10.0, 1290.0873510006086)"
3,180,[  10.         1493.26464765],[ 0.         66.84968958],[  10.         1263.26543756],[  10.        1574.6560205],"[98, 96, 99, 95, 94, 97, 100, 93, 92, 75, 1, 4, 2, 91, 88, 85, 55, 57, 59, 41, 40, 44, 45, 68, 54, 60, 58, 56, 53, 63, 62, 66, 74, 69, 61, 64, 72, 42, 48, 67, 65, 43, 47, 46, 49, 50, 51, 32, 31, 33, 35, 24, 27, 29, 30, 52, 34, 36, 37, 39, 38, 78, 76, 71, 90, 89, 87, 86, 84, 83, 82, 81, 79, 77, 80, 73, 70, 20, 21, 22, 23, 25, 10, 7, 5, 8, 3, 6, 9, 26, 28, 11, 13, 17, 18, 15, 19, 16, 12, 14]","(10.0, 1263.2654375560337)"
4,180,[  10.         1479.64718929],[ 0.         63.62231529],[  10.         1263.26543756],[  10.       1559.609596],"[98, 96, 99, 95, 94, 97, 100, 93, 92, 75, 1, 4, 2, 91, 88, 85, 55, 57, 59, 41, 40, 44, 45, 68, 54, 60, 58, 56, 53, 63, 62, 66, 74, 69, 61, 64, 72, 42, 48, 67, 65, 43, 47, 46, 49, 50, 51, 32, 31, 33, 35, 24, 27, 29, 30, 52, 34, 36, 37, 39, 38, 78, 76, 71, 90, 89, 87, 86, 84, 83, 82, 81, 79, 77, 80, 73, 70, 20, 21, 22, 23, 25, 10, 7, 5, 8, 3, 6, 9, 26, 28, 11, 13, 17, 18, 15, 19, 16, 12, 14]","(10.0, 1263.2654375560337)"
5,180,[  10.        1462.8414421],[ 0.         61.60727869],[  10.         1263.26543756],[  10.         1546.02433484],"[98, 96, 99, 95, 94, 97, 100, 93, 92, 75, 1, 4, 2, 91, 88, 85, 55, 57, 59, 41, 40, 44, 45, 68, 54, 60, 58, 56, 53, 63, 62, 66, 74, 69, 61, 64, 72, 42, 48, 67, 65, 43, 47, 46, 49, 50, 51, 32, 31, 33, 35, 24, 27, 29, 30, 52, 34, 36, 37, 39, 38, 78, 76, 71, 90, 89, 87, 86, 84, 83, 82, 81, 79, 77, 80, 73, 70, 20, 21, 22, 23, 25, 10, 7, 5, 8, 3, 6, 9, 26, 28, 11, 13, 17, 18, 15, 19, 16, 12, 14]","(10.0, 1263.2654375560337)"
6,180,[  10.         1450.40368543],[ 0.         58.35608283],[  10.         1263.26543756],[  10.         1529.23457565],"[98, 96, 99, 95, 94, 97, 100, 93, 92, 75, 1, 4, 2, 91, 88, 85, 55, 57, 59, 41, 40, 44, 45, 68, 54, 60, 58, 56, 53, 63, 62, 66, 74, 69, 61, 64, 72, 42, 48, 67, 65, 43, 47, 46, 49, 50, 51, 32, 31, 33, 35, 24, 27, 29, 30, 52, 34, 36, 37, 39, 38, 78, 76, 71, 90, 89, 87, 86, 84, 83, 82, 81, 79, 77, 80, 73, 70, 20, 21, 22, 23, 25, 10, 7, 5, 8, 3, 6, 9, 26, 28, 11, 13, 17, 18, 15, 19, 16, 12, 14]","(10.0, 1263.2654375560337)"
7,180,[  10.         1439.93057846],[ 0.         55.07695739],[  10.         1263.26543756],[  10.        1515.8849688],"[98, 96, 99, 95, 94, 97, 100, 93, 92, 75, 1, 4, 2, 91, 88, 85, 55, 57, 59, 41, 40, 44, 45, 68, 54, 60, 58, 56, 53, 63, 62, 66, 74, 69, 61, 64, 72, 42, 48, 67, 65, 43, 47, 46, 49, 50, 51, 32, 31, 33, 35, 24, 27, 29, 30, 52, 34, 36, 37, 39, 38, 78, 76, 71, 90, 89, 87, 86, 84, 83, 82, 81, 79, 77, 80, 73, 70, 20, 21, 22, 23, 25, 10, 7, 5, 8, 3, 6, 9, 26, 28, 11, 13, 17, 18, 15, 19, 16, 12, 14]","(10.0, 1263.2654375560337)"
8,180,[  10.         1429.53548783],[ 0.         52.69098818],[  10.         1263.26543756],[  10.        1504.4968217],"[98, 96, 99, 95, 94, 97, 100, 93, 92, 75, 1, 4, 2, 91, 88, 85, 55, 57, 59, 41, 40, 44, 45, 68, 54, 60, 58, 56, 53, 63, 62, 66, 74, 69, 61, 64, 72, 42, 48, 67, 65, 43, 47, 46, 49, 50, 51, 32, 31, 33, 35, 24, 27, 29, 30, 52, 34, 36, 37, 39, 38, 78, 76, 71, 90, 89, 87, 86, 84, 83, 82, 81, 79, 77, 80, 73, 70, 20, 21, 22, 23, 25, 10, 7, 5, 8, 3, 6, 9, 26, 28, 11, 13, 17, 18, 15, 19, 16, 12, 14]","(10.0, 1263.2654375560337)"
9,180,[  10.         1421.85955049],[ 0.         49.17553827],[  10.         1263.26543756],[  10.         1494.52522941],"[98, 96, 99, 95, 94, 97, 100, 93, 92, 75, 1, 4, 2, 91, 88, 85, 55, 57, 59, 41, 40, 44, 45, 68, 54, 60, 58, 56, 53, 63, 62, 66, 74, 69, 61, 64, 72, 42, 48, 67, 65, 43, 47, 46, 49, 50, 51, 32, 31, 33, 35, 24, 27, 29, 30, 52, 34, 36, 37, 39, 38, 78, 76, 71, 90, 89, 87, 86, 84, 83, 82, 81, 79, 77, 80, 73, 70, 20, 21, 22, 23, 25, 10, 7, 5, 8, 3, 6, 9, 26, 28, 11, 13, 17, 18, 15, 19, 16, 12, 14]","(10.0, 1263.2654375560337)"
