Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,180,[  10.         1609.86120164],[  0.         132.67670572],[  10.         1318.08971937],[  10.         1955.48787326],"[53, 56, 54, 58, 60, 55, 57, 59, 68, 64, 61, 40, 65, 67, 63, 66, 62, 69, 74, 72, 41, 43, 42, 47, 44, 90, 46, 20, 34, 36, 33, 32, 37, 39, 38, 31, 35, 29, 30, 27, 24, 28, 25, 26, 23, 22, 21, 10, 11, 7, 8, 5, 3, 9, 6, 4, 75, 80, 79, 77, 73, 81, 78, 70, 76, 71, 82, 83, 86, 87, 89, 88, 84, 85, 91, 98, 1, 2, 95, 96, 99, 14, 16, 12, 15, 19, 13, 17, 18, 100, 97, 93, 94, 92, 49, 52, 45, 50, 51, 48]","(10.0, 1318.0897193718076)"
1,180,[  10.         1545.93481133],[ 0.        79.6282474],[  10.         1282.89089324],[  10.         1659.63430458],"[57, 59, 55, 54, 56, 58, 53, 60, 67, 65, 66, 69, 62, 64, 68, 61, 41, 40, 42, 44, 45, 48, 63, 74, 72, 43, 47, 46, 49, 50, 52, 51, 84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 5, 3, 7, 4, 75, 1, 6, 8, 2, 9, 10, 11, 86, 21, 23, 26, 13, 12, 99, 96, 100, 95, 97, 91, 89, 88, 85, 98, 94, 93, 92, 27, 28, 30, 17, 18, 15, 19, 14, 16, 20, 22, 24, 25, 29, 33, 31, 35, 90, 87, 32, 34, 36, 37, 38, 39]","(10.0, 1282.8908932440072)"
2,180,[  10.        1521.1410558],[ 0.         68.09605499],[  10.         1282.89089324],[  10.         1619.59145861],"[57, 59, 55, 54, 56, 58, 53, 60, 67, 65, 66, 69, 62, 64, 68, 61, 41, 40, 42, 44, 45, 48, 63, 74, 72, 43, 47, 46, 49, 50, 52, 51, 84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 5, 3, 7, 4, 75, 1, 6, 8, 2, 9, 10, 11, 86, 21, 23, 26, 13, 12, 99, 96, 100, 95, 97, 91, 89, 88, 85, 98, 94, 93, 92, 27, 28, 30, 17, 18, 15, 19, 14, 16, 20, 22, 24, 25, 29, 33, 31, 35, 90, 87, 32, 34, 36, 37, 38, 39]","(10.0, 1282.8908932440072)"
3,180,[  10.        1510.8446203],[ 0.         65.10876157],[  10.         1282.89089324],[  10.         1599.71279694],"[57, 59, 55, 54, 56, 58, 53, 60, 67, 65, 66, 69, 62, 64, 68, 61, 41, 40, 42, 44, 45, 48, 63, 74, 72, 43, 47, 46, 49, 50, 52, 51, 84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 5, 3, 7, 4, 75, 1, 6, 8, 2, 9, 10, 11, 86, 21, 23, 26, 13, 12, 99, 96, 100, 95, 97, 91, 89, 88, 85, 98, 94, 93, 92, 27, 28, 30, 17, 18, 15, 19, 14, 16, 20, 22, 24, 25, 29, 33, 31, 35, 90, 87, 32, 34, 36, 37, 38, 39]","(10.0, 1282.8908932440072)"
4,180,[  10.         1497.37690421],[ 0.         64.37589159],[  10.         1265.35510465],[  10.         1583.82216271],"[67, 65, 41, 43, 40, 42, 44, 10, 8, 6, 9, 11, 17, 18, 19, 69, 66, 62, 68, 64, 61, 47, 46, 45, 49, 48, 50, 52, 51, 57, 59, 55, 54, 56, 58, 53, 60, 63, 74, 72, 75, 5, 3, 7, 1, 4, 2, 98, 99, 91, 86, 84, 83, 82, 81, 78, 79, 80, 28, 30, 90, 89, 87, 88, 77, 76, 73, 71, 70, 85, 95, 96, 94, 92, 93, 97, 100, 23, 26, 13, 34, 36, 15, 12, 14, 16, 24, 27, 29, 32, 33, 31, 35, 37, 39, 38, 20, 21, 22, 25]","(10.0, 1265.3551046504606)"
5,180,[  10.         1487.73021718],[ 0.         65.85433081],[  10.         1207.25167884],[  10.         1566.07147975],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 75, 1, 3, 4, 2, 6, 9, 43, 47, 49, 42, 46, 45, 20, 21, 22, 24, 25, 52, 50, 41, 44, 48, 40, 51, 69, 66, 68, 57, 55, 59, 54, 56, 58, 53, 60, 5, 91, 90, 89, 88, 87, 85, 62, 64, 61, 72, 67, 65, 63, 7, 15, 12, 14, 16, 26, 10, 11, 8, 13, 17, 18, 19, 39, 37, 38, 27, 28, 29, 30, 34, 32, 33, 36, 31, 35, 23, 74]","(10.0, 1207.2516788354549)"
6,180,[  10.         1481.42959429],[ 0.         63.84551705],[  10.         1207.25167884],[  10.         1557.48170322],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 75, 1, 3, 4, 2, 6, 9, 43, 47, 49, 42, 46, 45, 20, 21, 22, 24, 25, 52, 50, 41, 44, 48, 40, 51, 69, 66, 68, 57, 55, 59, 54, 56, 58, 53, 60, 5, 91, 90, 89, 88, 87, 85, 62, 64, 61, 72, 67, 65, 63, 7, 15, 12, 14, 16, 26, 10, 11, 8, 13, 17, 18, 19, 39, 37, 38, 27, 28, 29, 30, 34, 32, 33, 36, 31, 35, 23, 74]","(10.0, 1207.2516788354549)"
7,180,[  10.         1477.92617509],[ 0.         62.87874886],[  10.         1207.25167884],[  10.         1552.16751012],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 75, 1, 3, 4, 2, 6, 9, 43, 47, 49, 42, 46, 45, 20, 21, 22, 24, 25, 52, 50, 41, 44, 48, 40, 51, 69, 66, 68, 57, 55, 59, 54, 56, 58, 53, 60, 5, 91, 90, 89, 88, 87, 85, 62, 64, 61, 72, 67, 65, 63, 7, 15, 12, 14, 16, 26, 10, 11, 8, 13, 17, 18, 19, 39, 37, 38, 27, 28, 29, 30, 34, 32, 33, 36, 31, 35, 23, 74]","(10.0, 1207.2516788354549)"
8,180,[  10.         1472.40973753],[ 0.        61.7012815],[  10.         1207.25167884],[  10.         1546.94033631],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 75, 1, 3, 4, 2, 6, 9, 43, 47, 49, 42, 46, 45, 20, 21, 22, 24, 25, 52, 50, 41, 44, 48, 40, 51, 69, 66, 68, 57, 55, 59, 54, 56, 58, 53, 60, 5, 91, 90, 89, 88, 87, 85, 62, 64, 61, 72, 67, 65, 63, 7, 15, 12, 14, 16, 26, 10, 11, 8, 13, 17, 18, 19, 39, 37, 38, 27, 28, 29, 30, 34, 32, 33, 36, 31, 35, 23, 74]","(10.0, 1207.2516788354549)"
9,180,[  10.        1468.1750308],[ 0.         59.27368313],[  10.         1207.25167884],[  10.         1534.66607036],"[84, 83, 82, 81, 78, 76, 79, 77, 71, 73, 80, 70, 86, 98, 95, 96, 94, 99, 93, 92, 97, 100, 75, 1, 3, 4, 2, 6, 9, 43, 47, 49, 42, 46, 45, 20, 21, 22, 24, 25, 52, 50, 41, 44, 48, 40, 51, 69, 66, 68, 57, 55, 59, 54, 56, 58, 53, 60, 5, 91, 90, 89, 88, 87, 85, 62, 64, 61, 72, 67, 65, 63, 7, 15, 12, 14, 16, 26, 10, 11, 8, 13, 17, 18, 19, 39, 37, 38, 27, 28, 29, 30, 34, 32, 33, 36, 31, 35, 23, 74]","(10.0, 1207.2516788354549)"
