Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,260,[  10.         1325.00633108],[ 0.         46.06228037],[  10.         1185.17632019],[  10.         1373.50460851],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1185.1763201929803)"
11,264,[  10.         1307.93583081],[ 0.         46.93091285],[  10.         1185.17632019],[  10.         1359.33980764],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1185.1763201929803)"
12,272,[  10.         1293.39028075],[ 0.         46.64613404],[  10.         1185.17632019],[  10.         1344.22797955],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1185.1763201929803)"
13,262,[  10.         1278.61874804],[ 0.         45.95853183],[  10.         1185.17632019],[  10.         1330.21549924],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1185.1763201929803)"
14,274,[  10.         1262.65947822],[ 0.        41.8090919],[  10.         1185.17632019],[  10.       1328.537299],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1185.1763201929803)"
15,264,[  10.       1244.194592],[ 0.         37.22218656],[  10.        1183.9307237],[  10.         1289.12738477],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 64, 67, 68, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1183.9307236971597)"
16,268,[  10.         1232.89239565],[ 0.         36.60843767],[  10.        1183.9307237],[  10.         1273.81807573],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 64, 67, 68, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1183.9307236971597)"
17,276,[  10.         1222.15361261],[ 0.         34.10892668],[  10.        1183.9307237],[  10.         1273.81807573],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 64, 67, 68, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1183.9307236971597)"
18,262,[  10.         1209.10785524],[ 0.         27.17499325],[  10.        1183.9307237],[  10.         1261.51727227],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 64, 67, 68, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1183.9307236971597)"
19,252,[  10.         1196.53854517],[ 0.        17.0909988],[  10.        1183.9307237],[  10.         1236.43843066],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 64, 67, 68, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1183.9307236971597)"
20,266,[  10.         1189.88799729],[ 0.         10.36180532],[  10.         1181.90028909],[  10.         1223.44170277],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 80, 81, 79, 82, 83, 84, 86, 87, 90]","(10.0, 1181.9002890894467)"
21,276,[  10.         1186.11177258],[0.         3.38168689],[  10.         1180.49662479],[  10.         1206.40172081],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 35, 33, 31, 34, 32, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1180.4966247869897)"
22,270,[  10.         1185.09474499],[0.         0.46372556],[  10.         1180.49662479],[  10.         1185.17632019],"[15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 35, 33, 31, 34, 32, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1180.4966247869897)"
23,266,[  10.         1185.01784127],[0.        0.8017265],[  10.         1175.82815561],[  10.         1185.17632019],"[15, 17, 19, 13, 14, 16, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 35, 36, 38, 37, 34, 33, 32, 39, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.8281556103925)"
24,276,[  10.         1184.91703459],[0.         1.06309871],[  10.         1175.82815561],[  10.         1185.17632019],"[15, 17, 19, 13, 14, 16, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 35, 36, 38, 37, 34, 33, 32, 39, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.8281556103925)"
25,274,[  10.        1184.8451889],[0.         1.16749795],[  10.         1175.82815561],[  10.         1185.17632019],"[15, 17, 19, 13, 14, 16, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 35, 36, 38, 37, 34, 33, 32, 39, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.8281556103925)"
26,270,[  10.         1184.65638232],[0.         1.43724298],[  10.         1175.82815561],[  10.         1185.17632019],"[15, 17, 19, 13, 14, 16, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 35, 36, 38, 37, 34, 33, 32, 39, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.8281556103925)"
27,278,[  10.         1184.54556157],[0.         1.52896241],[  10.         1175.82815561],[  10.         1185.17632019],"[15, 17, 19, 13, 14, 16, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 35, 36, 38, 37, 34, 33, 32, 39, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.8281556103925)"
28,278,[  10.         1184.42698024],[0.         1.65725897],[  10.         1175.47814475],[  10.         1185.17632019],"[14, 16, 19, 13, 15, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.4781447466491)"
29,276,[  10.         1184.19612133],[0.         1.89318924],[  10.         1175.47814475],[  10.         1185.17632019],"[14, 16, 19, 13, 15, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.4781447466491)"
30,276,[  10.         1183.92817002],[0.         2.11669479],[  10.         1175.47814475],[  10.         1185.17632019],"[14, 16, 19, 13, 15, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.4781447466491)"
31,258,[  10.        1183.2762394],[0.         2.49131533],[  10.         1175.47814475],[  10.         1185.17632019],"[14, 16, 19, 13, 15, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.4781447466491)"
32,272,[  10.         1182.64397837],[0.         2.71615386],[  10.         1175.47814475],[  10.         1185.17632019],"[14, 16, 19, 13, 15, 17, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.4781447466491)"
33,268,[  10.        1181.9209694],[0.        2.8098225],[  10.         1175.06500074],[  10.         1185.17632019],"[15, 17, 19, 13, 14, 16, 12, 18, 11, 10, 9, 8, 6, 69, 66, 62, 68, 63, 64, 65, 61, 67, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 35, 36, 38, 37, 34, 33, 32, 39, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 3, 5, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 79, 81, 80, 82, 83, 84, 86, 87, 90]","(10.0, 1175.0650007400156)"
34,274,[  10.         1180.98768021],[0.         2.97948677],[  10.         1159.72273896],[  10.        1183.9307237],"[15, 16, 19, 13, 18, 17, 12, 14, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 80, 81, 79, 82, 83, 84, 86, 87, 90]","(10.0, 1159.722738961714)"
35,260,[  10.         1180.08090053],[0.         2.81953969],[  10.         1159.72273896],[  10.        1183.9307237],"[15, 16, 19, 13, 18, 17, 12, 14, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 80, 81, 79, 82, 83, 84, 86, 87, 90]","(10.0, 1159.722738961714)"
36,268,[  10.         1179.31364796],[0.         2.60941735],[  10.         1159.72273896],[  10.         1182.03879549],"[15, 16, 19, 13, 18, 17, 12, 14, 11, 10, 9, 8, 6, 69, 66, 62, 68, 67, 64, 65, 61, 63, 74, 72, 41, 40, 43, 42, 44, 47, 46, 45, 49, 57, 55, 59, 54, 56, 58, 53, 60, 48, 51, 50, 52, 39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 21, 20, 22, 23, 25, 24, 26, 7, 5, 3, 75, 4, 1, 2, 93, 92, 94, 97, 95, 96, 100, 99, 98, 88, 85, 91, 89, 71, 70, 76, 73, 78, 77, 80, 81, 79, 82, 83, 84, 86, 87, 90]","(10.0, 1159.722738961714)"
