Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,160,[  10.         1587.77454593],[  0.         130.70621564],[  10.         1311.11577873],[  10.         2014.67699872],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
1,148,[  10.         1509.66320558],[ 0.        69.7499511],[  10.         1311.11577873],[  10.         1624.01819628],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
2,144,[  10.         1473.05404381],[ 0.        57.5678357],[  10.         1311.11577873],[  10.         1557.36153705],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
3,142,[  10.         1449.67920606],[ 0.         46.66421592],[  10.         1311.11577873],[  10.         1517.07879914],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
4,140,[  10.         1426.19840479],[ 0.         39.60002323],[  10.         1311.11577873],[  10.         1478.74682993],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
5,142,[  10.         1412.30747959],[ 0.         36.89804397],[  10.         1311.11577873],[  10.         1465.25696814],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
6,152,[  10.         1397.49615039],[ 0.         34.72418416],[  10.         1311.11577873],[  10.         1443.65464448],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
7,152,[  10.         1387.80416049],[ 0.         32.18455609],[  10.         1311.11577873],[  10.        1440.2297071],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
8,138,[  10.         1368.89603695],[ 0.         28.97434414],[  10.         1311.11577873],[  10.         1407.29801133],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1311.1157787252057)"
9,144,[  10.         1360.51748065],[ 0.        27.5860577],[  10.         1310.19822279],[  10.         1393.48897453],"[64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 31, 32, 35, 33, 37, 34, 36, 38, 39, 52, 51, 50, 49, 29, 48, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 6, 3, 9, 16, 14, 12, 15, 19, 13, 17, 18, 11, 10, 8, 7, 26, 28, 23, 25, 21, 22, 24, 30, 27, 20, 5, 47, 46, 90, 91, 83, 82, 84, 86, 85, 87, 88, 89, 81, 78, 76, 79, 77, 70, 73, 71, 80, 54, 53, 58, 56, 60, 59]","(10.0, 1310.198222792695)"
