Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,100,[  10.         1592.96817818],[  0.         121.57681691],[  10.         1366.91142839],[  10.         1973.06431131],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
1,94,[  10.         1520.61966388],[ 0.         54.81508952],[  10.         1366.91142839],[  10.         1605.70934637],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
2,90,[  10.         1491.48186571],[ 0.         43.40998221],[  10.         1366.91142839],[  10.         1545.19604854],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
3,90,[  10.         1474.45599474],[ 0.         40.32938805],[  10.         1366.91142839],[  10.         1521.41623138],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
4,92,[  10.         1457.53830573],[ 0.         36.37884235],[  10.         1366.91142839],[  10.         1500.61724881],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
5,86,[  10.         1443.55939815],[ 0.         32.77467828],[  10.         1366.91142839],[  10.         1490.95146594],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
6,88,[  10.         1429.68427792],[ 0.         27.09681366],[  10.         1366.91142839],[  10.         1470.51118138],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
7,94,[  10.         1420.74578775],[ 0.         24.17645343],[  10.         1366.91142839],[  10.         1450.78624656],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
8,88,[  10.         1413.89935535],[ 0.         21.96636461],[  10.         1366.91142839],[  10.        1446.7103759],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
9,90,[  10.       1407.244797],[ 0.         18.80604887],[  10.         1366.91142839],[  10.         1435.43433053],"[8, 9, 6, 7, 11, 10, 4, 3, 5, 1, 2, 75, 23, 13, 21, 26, 22, 20, 28, 52, 49, 50, 47, 51, 46, 48, 45, 43, 42, 44, 41, 40, 24, 31, 29, 32, 25, 27, 92, 93, 94, 97, 95, 96, 100, 99, 98, 85, 88, 91, 84, 81, 78, 76, 79, 77, 73, 71, 80, 70, 82, 83, 86, 87, 58, 56, 60, 53, 54, 59, 57, 55, 68, 64, 61, 72, 90, 89, 63, 65, 67, 74, 62, 66, 69, 16, 14, 12, 15, 19, 17, 18, 30, 34, 36, 33, 35, 37, 38, 39]","(10.0, 1366.911428391053)"
