Generation,evals,avg,std,min,max,best_one,fitness_best_one
0,180,[  10.       1598.745763],[  0.        124.8229208],[  10.         1286.80012354],[  10.         1984.94196837],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
1,180,[  10.         1553.19635891],[ 0.         78.98668042],[  10.         1286.80012354],[  10.         1671.23103544],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
2,180,[  10.         1528.60805225],[ 0.         71.45167346],[  10.         1286.80012354],[  10.         1631.71358184],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
3,180,[  10.         1511.42430145],[ 0.         61.94078115],[  10.         1286.80012354],[  10.         1599.29994172],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
4,180,[  10.         1494.90816291],[ 0.         55.99810631],[  10.         1286.80012354],[  10.         1570.82576667],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
5,180,[  10.         1484.26256473],[ 0.         53.25442204],[  10.         1286.80012354],[  10.         1551.12083383],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
6,180,[  10.         1473.85346558],[ 0.         50.19529407],[  10.         1286.80012354],[  10.         1539.29683477],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
7,180,[  10.         1466.27731498],[ 0.         47.49313609],[  10.         1286.80012354],[  10.         1531.41368588],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
8,180,[  10.         1459.57242704],[ 0.         45.85363807],[  10.         1286.80012354],[  10.         1518.23717953],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
9,180,[  10.         1455.17306017],[ 0.         43.55056031],[  10.         1286.80012354],[  10.         1510.96790019],"[1, 2, 4, 75, 3, 5, 6, 7, 8, 9, 11, 10, 98, 99, 91, 96, 100, 90, 89, 94, 93, 92, 95, 97, 88, 85, 84, 87, 86, 83, 20, 21, 22, 24, 23, 25, 26, 27, 28, 29, 30, 47, 49, 43, 52, 46, 42, 50, 16, 14, 12, 15, 19, 13, 17, 18, 34, 36, 32, 33, 31, 35, 37, 38, 39, 51, 48, 45, 44, 41, 82, 81, 78, 76, 79, 77, 71, 74, 62, 72, 61, 63, 66, 64, 65, 67, 69, 68, 40, 55, 57, 58, 56, 60, 53, 54, 59, 80, 73, 70]","(10.0, 1286.8001235352212)"
