Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,114,[  10.         1382.28211862],[ 0.        30.6124694],[  10.         1313.69908062],[  10.         1425.01173599],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1313.6990806235058)"
11,100,[  10.         1369.61023325],[ 0.         27.12059159],[  10.         1313.69908062],[  10.         1413.71085938],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1313.6990806235058)"
12,108,[  10.         1356.79062856],[ 0.         21.23823695],[  10.         1313.69908062],[  10.         1396.69993263],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1313.6990806235058)"
13,112,[  10.         1348.15996927],[ 0.         15.90978134],[  10.         1313.69908062],[  10.        1376.1395287],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1313.6990806235058)"
14,112,[  10.         1343.16455151],[ 0.         15.27323906],[  10.         1313.69908062],[  10.         1361.32053957],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1313.6990806235058)"
15,106,[  10.         1336.75502478],[ 0.         14.09357816],[  10.         1313.69908062],[  10.         1361.26540253],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1313.6990806235058)"
16,114,[  10.       1332.214199],[ 0.         11.64792997],[  10.         1313.69908062],[  10.         1351.73801988],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1313.6990806235058)"
17,116,[  10.         1329.90452729],[ 0.         10.93156862],[  10.         1313.69908062],[  10.        1347.5407892],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1313.6990806235058)"
18,104,[  10.         1326.45802037],[0.         8.86003984],[  10.         1311.60233712],[  10.         1341.03114562],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 37, 38, 39, 35, 36, 33, 34, 32, 31, 29, 30, 52, 27, 24, 22, 21, 10, 23, 25, 26, 28, 20, 49, 47, 43, 11, 7, 8, 5, 15, 16, 19, 13, 14, 17, 12, 18, 9, 3, 91, 90, 89, 87, 86, 88, 85, 84, 83, 82, 63, 65, 67, 74, 62, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 61, 64, 68, 41, 42, 44, 45, 46, 48, 50, 51, 40, 69, 66, 59, 57, 55, 54, 60, 56, 58, 53]","(10.0, 1311.602337119167)"
19,112,[  10.         1324.32569379],[0.         8.13258329],[  10.         1311.60233712],[  10.         1337.20019373],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 37, 38, 39, 35, 36, 33, 34, 32, 31, 29, 30, 52, 27, 24, 22, 21, 10, 23, 25, 26, 28, 20, 49, 47, 43, 11, 7, 8, 5, 15, 16, 19, 13, 14, 17, 12, 18, 9, 3, 91, 90, 89, 87, 86, 88, 85, 84, 83, 82, 63, 65, 67, 74, 62, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 61, 64, 68, 41, 42, 44, 45, 46, 48, 50, 51, 40, 69, 66, 59, 57, 55, 54, 60, 56, 58, 53]","(10.0, 1311.602337119167)"
20,106,[  10.         1321.83061581],[0.         6.77808462],[  10.         1311.60233712],[  10.       1333.477059],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 37, 38, 39, 35, 36, 33, 34, 32, 31, 29, 30, 52, 27, 24, 22, 21, 10, 23, 25, 26, 28, 20, 49, 47, 43, 11, 7, 8, 5, 15, 16, 19, 13, 14, 17, 12, 18, 9, 3, 91, 90, 89, 87, 86, 88, 85, 84, 83, 82, 63, 65, 67, 74, 62, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 61, 64, 68, 41, 42, 44, 45, 46, 48, 50, 51, 40, 69, 66, 59, 57, 55, 54, 60, 56, 58, 53]","(10.0, 1311.602337119167)"
21,112,[  10.         1319.69021981],[0.         5.43504809],[  10.         1311.60233712],[  10.         1329.41682092],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 37, 38, 39, 35, 36, 33, 34, 32, 31, 29, 30, 52, 27, 24, 22, 21, 10, 23, 25, 26, 28, 20, 49, 47, 43, 11, 7, 8, 5, 15, 16, 19, 13, 14, 17, 12, 18, 9, 3, 91, 90, 89, 87, 86, 88, 85, 84, 83, 82, 63, 65, 67, 74, 62, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 61, 64, 68, 41, 42, 44, 45, 46, 48, 50, 51, 40, 69, 66, 59, 57, 55, 54, 60, 56, 58, 53]","(10.0, 1311.602337119167)"
22,108,[  10.        1318.1459142],[0.         4.34882262],[  10.         1311.60233712],[  10.         1327.13191013],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 37, 38, 39, 35, 36, 33, 34, 32, 31, 29, 30, 52, 27, 24, 22, 21, 10, 23, 25, 26, 28, 20, 49, 47, 43, 11, 7, 8, 5, 15, 16, 19, 13, 14, 17, 12, 18, 9, 3, 91, 90, 89, 87, 86, 88, 85, 84, 83, 82, 63, 65, 67, 74, 62, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 61, 64, 68, 41, 42, 44, 45, 46, 48, 50, 51, 40, 69, 66, 59, 57, 55, 54, 60, 56, 58, 53]","(10.0, 1311.602337119167)"
23,102,[  10.         1316.12683003],[0.         1.86768515],[  10.         1311.60233712],[  10.         1318.95325469],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 37, 38, 39, 35, 36, 33, 34, 32, 31, 29, 30, 52, 27, 24, 22, 21, 10, 23, 25, 26, 28, 20, 49, 47, 43, 11, 7, 8, 5, 15, 16, 19, 13, 14, 17, 12, 18, 9, 3, 91, 90, 89, 87, 86, 88, 85, 84, 83, 82, 63, 65, 67, 74, 62, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 61, 64, 68, 41, 42, 44, 45, 46, 48, 50, 51, 40, 69, 66, 59, 57, 55, 54, 60, 56, 58, 53]","(10.0, 1311.602337119167)"
24,104,[  10.         1315.68370669],[0.         1.85900854],[  10.         1311.60233712],[  10.        1317.2239582],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 37, 38, 39, 35, 36, 33, 34, 32, 31, 29, 30, 52, 27, 24, 22, 21, 10, 23, 25, 26, 28, 20, 49, 47, 43, 11, 7, 8, 5, 15, 16, 19, 13, 14, 17, 12, 18, 9, 3, 91, 90, 89, 87, 86, 88, 85, 84, 83, 82, 63, 65, 67, 74, 62, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 61, 64, 68, 41, 42, 44, 45, 46, 48, 50, 51, 40, 69, 66, 59, 57, 55, 54, 60, 56, 58, 53]","(10.0, 1311.602337119167)"
25,106,[  10.         1315.35336008],[0.         1.92255541],[  10.         1311.60233712],[  10.        1317.2239582],"[100, 97, 99, 96, 95, 93, 94, 98, 92, 2, 1, 4, 6, 75, 37, 38, 39, 35, 36, 33, 34, 32, 31, 29, 30, 52, 27, 24, 22, 21, 10, 23, 25, 26, 28, 20, 49, 47, 43, 11, 7, 8, 5, 15, 16, 19, 13, 14, 17, 12, 18, 9, 3, 91, 90, 89, 87, 86, 88, 85, 84, 83, 82, 63, 65, 67, 74, 62, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 61, 64, 68, 41, 42, 44, 45, 46, 48, 50, 51, 40, 69, 66, 59, 57, 55, 54, 60, 56, 58, 53]","(10.0, 1311.602337119167)"
26,110,[  10.         1314.91493912],[0.         1.94765196],[  10.         1309.27399575],[  10.        1317.2239582],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 72, 68, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1309.2739957547337)"
27,114,[  10.         1314.63310043],[0.         1.87190972],[  10.         1309.27399575],[  10.        1317.2239582],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 14, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 72, 68, 66, 62, 69, 74, 65, 67, 63, 40, 41, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 20, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1309.2739957547337)"
28,108,[  10.         1314.02034133],[0.         2.47465763],[  10.         1293.97504036],[  10.        1317.2239582],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
29,114,[  10.         1313.70355692],[0.         2.32490215],[  10.         1293.97504036],[  10.        1317.2239582],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
30,108,[  10.         1313.07774628],[0.         2.63371714],[  10.         1293.97504036],[  10.         1316.95867882],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
31,110,[  10.         1312.59854785],[0.         3.49669602],[  10.         1293.97504036],[  10.         1313.69908062],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
32,106,[  10.         1311.98934184],[0.         4.28155475],[  10.         1293.97504036],[  10.         1313.69908062],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
33,112,[  10.         1311.32672309],[0.         5.09922767],[  10.         1293.97504036],[  10.         1313.69908062],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
34,106,[  10.         1310.87223323],[0.         5.29937682],[  10.         1293.97504036],[  10.         1313.69908062],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
35,110,[  10.         1310.19800718],[0.         5.81345723],[  10.         1293.97504036],[  10.         1313.69908062],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
36,110,[  10.         1309.52482804],[0.         5.87757319],[  10.         1293.97504036],[  10.         1313.69908062],"[93, 92, 94, 97, 95, 96, 100, 99, 98, 2, 88, 85, 91, 32, 33, 31, 34, 35, 36, 37, 38, 39, 50, 52, 27, 29, 24, 30, 20, 16, 12, 15, 19, 13, 17, 18, 11, 9, 10, 8, 6, 64, 61, 68, 72, 66, 62, 69, 74, 65, 67, 63, 41, 40, 42, 43, 44, 55, 57, 45, 23, 22, 26, 21, 25, 28, 14, 7, 5, 3, 4, 75, 49, 47, 1, 60, 58, 56, 54, 53, 59, 48, 51, 46, 80, 77, 79, 73, 78, 76, 81, 70, 71, 82, 83, 84, 86, 87, 89, 90]","(10.0, 1293.9750403584326)"
