Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,88,[  10.         1341.37550367],[0.         9.84739766],[  10.         1326.88645762],[  10.         1376.04850269],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
11,88,[  10.         1337.29915778],[0.         2.76365784],[  10.         1326.88645762],[  10.         1340.79328694],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
12,86,[  10.         1336.49601405],[0.         2.61462296],[  10.         1326.88645762],[  10.         1340.79328694],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
13,86,[  10.         1335.72760194],[0.         2.01338177],[  10.         1326.88645762],[  10.         1337.54524604],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
14,88,[  10.       1335.374855],[0.         2.33902399],[  10.         1326.88645762],[  10.         1336.44097043],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
15,84,[  10.         1334.83155074],[0.        2.8572728],[  10.         1326.88645762],[  10.         1336.44097043],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
16,92,[  10.         1334.69114824],[0.         2.87460348],[  10.         1326.88645762],[  10.         1336.44097043],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
17,82,[  10.         1333.94477359],[0.         3.19362342],[  10.         1326.88645762],[  10.         1336.44097043],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
18,94,[  10.         1333.51584681],[0.         3.29104474],[  10.         1326.88645762],[  10.         1336.28681039],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
19,94,[  10.         1333.01328431],[0.         3.37043971],[  10.         1326.88645762],[  10.         1336.28681039],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
20,96,[  10.         1332.62305048],[0.         3.41080402],[  10.         1326.88645762],[  10.         1336.28681039],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
21,88,[  10.         1331.66381942],[0.        3.2029565],[  10.         1326.88645762],[  10.         1334.81386364],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
22,86,[  10.         1330.72697231],[0.         3.18442057],[  10.         1326.88645762],[  10.         1334.81386364],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
23,92,[  10.         1330.16954891],[0.         2.93298425],[  10.         1326.88645762],[  10.         1334.81386364],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
24,96,[  10.         1329.69082694],[0.         2.71420959],[  10.         1326.88645762],[  10.         1334.81386364],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1326.8864576239548)"
25,88,[  10.         1328.59812906],[0.         2.04227494],[  10.         1323.73736079],[  10.         1331.35627205],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 48, 46, 44, 42, 50, 40, 47, 51, 41, 49, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1323.73736079432)"
26,90,[  10.         1328.02532332],[0.         1.86743218],[  10.         1322.95362369],[  10.         1331.35627205],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 50, 44, 46, 48, 42, 45, 40, 47, 51, 41, 49, 52, 43, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1322.9536236913386)"
27,98,[  10.         1327.74428563],[0.         1.65871643],[  10.         1322.95362369],[  10.         1331.35627205],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 50, 44, 46, 48, 42, 45, 40, 47, 51, 41, 49, 52, 43, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1322.9536236913386)"
28,82,[  10.         1327.00463547],[0.        0.8284275],[  10.         1322.95362369],[  10.         1328.46137276],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 50, 44, 46, 48, 42, 45, 40, 47, 51, 41, 49, 52, 43, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1322.9536236913386)"
29,88,[  10.         1326.78414735],[0.         0.58526973],[  10.         1322.95362369],[  10.         1326.88645762],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 50, 44, 46, 48, 42, 45, 40, 47, 51, 41, 49, 52, 43, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1322.9536236913386)"
30,88,[  10.         1326.57378438],[0.         1.62040012],[  10.         1312.14835451],[  10.         1326.88645762],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 52, 50, 40, 47, 51, 41, 49, 43, 42, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1312.1483545078713)"
31,86,[  10.         1326.33637934],[0.         2.20991262],[  10.         1312.14835451],[  10.         1326.88645762],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 52, 50, 40, 47, 51, 41, 49, 43, 42, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1312.1483545078713)"
32,90,[  10.         1326.00450139],[0.         2.67746079],[  10.         1312.14835451],[  10.         1326.88645762],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 52, 50, 40, 47, 51, 41, 49, 43, 42, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1312.1483545078713)"
33,86,[  10.         1325.58822435],[0.         3.31592479],[  10.         1312.14835451],[  10.         1326.88645762],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 52, 50, 40, 47, 51, 41, 49, 43, 42, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1312.1483545078713)"
34,82,[  10.         1324.93389545],[0.         4.00383821],[  10.         1311.99177894],[  10.         1326.88645762],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 49, 47, 51, 41, 40, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1311.9917789401861)"
35,90,[  10.         1324.17477158],[0.         4.48695267],[  10.         1311.99177894],[  10.         1326.88645762],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 49, 47, 51, 41, 40, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1311.9917789401861)"
36,96,[  10.         1323.52134647],[0.         4.83766979],[  10.         1311.99177894],[  10.         1326.88645762],"[39, 36, 38, 37, 34, 33, 32, 35, 31, 29, 30, 27, 28, 73, 70, 77, 79, 76, 71, 78, 80, 81, 82, 83, 84, 86, 45, 44, 46, 48, 42, 50, 49, 47, 51, 41, 40, 43, 52, 68, 69, 59, 66, 64, 57, 55, 21, 20, 22, 23, 25, 24, 26, 10, 7, 5, 11, 8, 3, 9, 6, 16, 14, 12, 15, 19, 13, 17, 18, 4, 2, 1, 74, 62, 72, 61, 63, 65, 67, 90, 87, 89, 91, 60, 58, 56, 54, 53, 75, 97, 94, 93, 92, 95, 96, 88, 98, 99, 100, 85]","(10.0, 1311.9917789401861)"
