Generation,evals,avg,std,min,max,best_one,fitness_best_one
10,150,[  10.         1381.38241138],[ 0.         23.24042852],[  10.         1327.36219526],[  10.        1420.5651492],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1327.3621952616409)"
11,144,[  10.         1374.21898038],[ 0.         19.82488926],[  10.         1327.36219526],[  10.         1398.95270042],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1327.3621952616409)"
12,150,[  10.         1369.78767685],[ 0.         19.34285363],[  10.         1327.36219526],[  10.         1397.47532311],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1327.3621952616409)"
13,134,[  10.        1362.2473468],[ 0.         17.68790804],[  10.         1327.36219526],[  10.         1387.61937913],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1327.3621952616409)"
14,134,[  10.         1356.16375883],[ 0.         16.08266029],[  10.         1321.59453908],[  10.         1379.99354784],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 33, 37, 35]","(10.0, 1321.5945390813445)"
15,150,[  10.         1352.22523127],[ 0.         14.91991089],[  10.         1321.59453908],[  10.        1378.4638059],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 33, 37, 35]","(10.0, 1321.5945390813445)"
16,152,[  10.         1347.96836783],[ 0.        13.1786977],[  10.         1321.59453908],[  10.        1367.3035053],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 33, 37, 35]","(10.0, 1321.5945390813445)"
17,144,[  10.         1345.46508185],[ 0.         13.49851821],[  10.         1321.59453908],[  10.         1356.41757173],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 33, 37, 35]","(10.0, 1321.5945390813445)"
18,136,[  10.         1342.72481977],[ 0.         14.12152506],[  10.         1321.59453908],[  10.         1355.12316541],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 33, 37, 35]","(10.0, 1321.5945390813445)"
19,144,[  10.        1339.1174624],[ 0.         14.14939869],[  10.         1321.59453908],[  10.         1355.12316541],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 33, 37, 35]","(10.0, 1321.5945390813445)"
20,144,[  10.         1336.40827613],[ 0.         13.58586465],[  10.         1321.59453908],[  10.         1355.12316541],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 33, 37, 35]","(10.0, 1321.5945390813445)"
21,148,[  10.         1333.31172224],[ 0.         12.20505081],[  10.         1321.59453908],[  10.         1355.12316541],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 91, 82, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 33, 37, 35]","(10.0, 1321.5945390813445)"
22,144,[  10.         1328.59218549],[0.         8.07755796],[  10.         1307.36219526],[  10.         1355.12316541],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
23,148,[  10.         1325.51406231],[0.         3.25795352],[  10.         1307.36219526],[  10.         1327.36219526],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
24,142,[  10.         1324.94533652],[0.         3.39132991],[  10.         1307.36219526],[  10.         1327.36219526],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
25,146,[  10.        1323.9283568],[0.         4.14978462],[  10.         1307.36219526],[  10.         1327.36219526],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
26,146,[  10.        1322.8735776],[0.         4.13636619],[  10.         1307.36219526],[  10.         1327.36219526],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
27,154,[  10.         1321.94420163],[0.         4.35514898],[  10.         1307.36219526],[  10.         1327.36219526],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
28,150,[  10.         1320.84258169],[0.         4.33200528],[  10.         1307.36219526],[  10.         1326.60638756],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
29,146,[  10.         1319.86937155],[0.         4.25942958],[  10.         1307.36219526],[  10.         1321.59453908],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
30,148,[  10.         1319.42856933],[0.         4.58907858],[  10.         1307.36219526],[  10.         1321.59453908],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
31,140,[  10.         1318.75455008],[0.         5.05677365],[  10.         1307.36219526],[  10.         1321.59453908],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
32,142,[  10.         1317.58653911],[0.         5.66476764],[  10.         1307.36219526],[  10.         1321.59453908],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
33,146,[  10.         1316.71669962],[0.         5.88368475],[  10.         1307.36219526],[  10.         1321.59453908],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
34,146,[  10.         1315.53354183],[0.         5.87502859],[  10.         1307.36219526],[  10.         1321.59453908],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
35,146,[  10.         1313.84257126],[0.        5.5233044],[  10.         1307.36219526],[  10.         1321.59453908],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
36,150,[  10.         1312.45546347],[0.         4.86671172],[  10.         1307.36219526],[  10.         1321.36219526],"[58, 56, 60, 53, 54, 59, 57, 55, 40, 44, 68, 45, 15, 16, 19, 13, 14, 17, 12, 18, 11, 10, 9, 8, 6, 99, 96, 100, 98, 95, 97, 94, 93, 92, 2, 1, 4, 75, 3, 5, 7, 85, 84, 88, 86, 89, 87, 83, 82, 91, 90, 63, 65, 67, 74, 26, 28, 23, 25, 27, 22, 24, 30, 21, 20, 29, 34, 52, 49, 47, 32, 43, 81, 78, 76, 79, 77, 73, 71, 80, 70, 72, 62, 61, 64, 66, 69, 41, 42, 46, 48, 50, 51, 31, 39, 36, 38, 37, 33, 35]","(10.0, 1307.3621952616409)"
